Demographic information
"5  Current age, broken out in ten year age groups"
6  Race group
7  Hispanic Origin
"8  Marital status, self-reported at entry to prison"
"9  Number of children, self-reported at entry to prison"
"10  Religious affiliation, self-reported at entry to prison"
11  Home county - self-reported at entry to prison
"16  Socioeconomic class, self-reported at entry to prison"
"17  Environment to age 16, self-reported at entry to prison"
"18  Guardian status to age 16, self-reported at entry to prison"
"19  Employment status before prison, self-reported at entry to prison"
20  Age at admission
"22  Height, measured at entry to prison"
"23  Weight, measured at entry to prison"
25  Military service
Correctional information
26  Type of admission to prison
27  Current / last security status
28  Current / last institution type
29  Institution type - transitional centers
30  Institution type - county prisons
31  Institution type - state prisons
32  Institution type - private prisons
33  Institution type - prison annexes
34  Institution type - pre-release centers
35  Institution type - inmate boot camp
36  Number of disciplinary reports
37  Number of transfers
38  Number of escapes
39  Probable future release type of still active inmates
Correctional information
40  Time served in current (or last) institution
"Educational, psychological and physical information"
41  Highest grade level attained
42  Culture fair IQ scores
43  Wide Range Achievement Test (WRAT) reading score
44  Wide Range Achievement Test (WRAT) math score
45  Wide Range Achievement Test (WRAT) spelling score
46  Scope of substance abuse - summary
47  Scope of substance abuse - detail
48  Current / last mental health treatment level
49  PULHESDWIT medical scale - 'P' overall condition ('P'hysical)
50  PULHESDWIT medical scale - 'U' upper body
51  PULHESDWIT medical scale - 'L' lower body
52  PULHESDWIT medical scale - 'H' hearing
53  PULHESDWIT medical scale - 'E' vision
54  PULHESDWIT medical scale -'S' psychiatric
55  PULHESDWIT medical scale - 'D' dental
56  PULHESDWIT medical scale - 'W' work ability
57  PULHESDWIT medical scale - 'I' impairment
58  PULHESDWIT medical scale - 'T' transportability
"59  Criminality in family, self-reported"
"60  Alcoholism in family, self-reported"
"61  Drug abuse in family, self-reported"
"62  Subjected to frequent beatings, self-reported"
63  Father absent during inmate's childhood
64  Mother absent during inmate's childhood
Crimes and criminal history information
65  Number of prior Georgia incarcerations
66  Prison sentence in years
"67  Primary offense, broken out into felonies vs misdemeanors"
Crimes and criminal history information
"68  Primary offense, broken out into six broad crime categories"
"69  Primary offense, detailed offense code"
77  County of conviction of primary offense
82  Circuit of conviction of primary offense
84  Years served (jail + prison) in this incarceration
Medical information
85  Results of most recent HIV test
86  Results of most recent tuberculosis test
87  Results of most recent syphilis test
88  Results of most recent Hepatitis-C test
"",,Male,,,Female,,Total
Current Age,Count,Col %,Row %,Count,Col %,Row %,Total Col %
Teens (1-19),986,2.00%,97.05%,30,0.80%,2.95%,"1,016  1.92%"
Twenties (20-29),"15,257",31.02%,93.65%,"1,035",27.67%,6.35%,"16,292  30.79%"
