Demographic information
"51  Current age, broken out in ten year age groups"
5  Race group
"6  Marital status, self-reported at entry to prison"
"7  Number of children, self-reported at entry to prison"
"8  Religious affiliation, self-reported at entry to prison"
9  Home county - self-reported at entry to prison
"14  Employment status before prison, self-reported at entry to prison"
15  Age at admission
"17  Height, measured at entry to prison"
"18  Weight, measured at entry to prison"
19  Military service
Correctional information
20  Type of admission to prison
21  Current / last institution type
22  Institution type - transitional centers
23  Institution type - county prisons
25  Institution type - state prisons
27  Institution type - private prisons
28  Institution type - inmate boot camp
29  Number of disciplinary reports
30  Number of transfers
31  Number of escapes
32  Split sentence - Probation to follow
33  Probable future release type of still active inmates
34  Time served in current (or last) institution
"Educational, psychological and physical information"
35  Highest grade level attained
36  Culture fair IQ scores
37  Wide Range Achievement Test (WRAT) reading score
38  Wide Range Achievement Test (WRAT) math score
"Educational, psychological and physical information"
39  Wide Range Achievement Test (WRAT) spelling score
40  Current / last mental health treatment level
41  PULHESDWIT medical scale - 'P' overall condition ('P'hysical)
42  PULHESDWIT medical scale - 'U' upper body
43  PULHESDWIT medical scale - 'L' lower body
44  PULHESDWIT medical scale - 'H' hearing
45  PULHESDWIT medical scale - 'E' vision
46  PULHESDWIT medical scale -'S' psychiatric
47  PULHESDWIT medical scale - 'D' dental
48  PULHESDWIT medical scale - 'W' work ability
49  PULHESDWIT medical scale - 'I' impairment
50  PULHESDWIT medical scale - 'T' transportability
Crimes and criminal history information
51  Number of prior Georgia incarcerations
52  Prison sentence in years
"53  Primary offense, broken out into felonies vs misdemeanors"
"54  Primary offense, broken out into six broad crime categories"
"55  Primary offense, detailed offense code"
63  County of conviction of primary offense
68  Circuit of conviction of primary offense
70  Years served (jail + prison) in this incarceration
Medical information
71  Results of most recent HIV test
72  Results of most recent tuberculosis test
73  Results of most recent syphilis test
74  Results of most recent Hepatitis-C test
"",,Male,,,Female,,Total
Current Age,Count,Col %,Row %,Count,Col %,Row %,Total Col %
Teens (1-19),750,1.51%,96.53%,27,0.76%,3.47%,777  1.46%
Twenties (20-29),"14,941",30.12%,93.68%,"1,008",28.51%,6.32%,"15,949  30.02%"
Thirties (30-39),"14,650",29.54%,92.48%,"1,191",33.68%,7.52%,"15,841  29.81%"
Forties (40-49),"10,186",20.54%,92.83%,787,22.26%,7.17%,"10,973  20.65%"
Fifties (50-59),"6,526",13.16%,93.89%,425,12.02%,6.11%,"6,951  13.08%"
Sixties (60-69),"1,973",3.98%,95.82%,86,2.43%,4.18%,"2,059  3.88%"
Seventy + (70 and above),572,1.15%,97.95%,12,0.34%,2.05%,584  1.10%
Total Reported,"49,598",100%,93.35%,"3,536",100%,6.65%,"53,134  100%"
Not Reported,118,1,119
Grand Total,"49,716","3,537","53,253"
Mean(average),,37.49,36.93,37.46
Median (middle),,35,35,35
Mode(most frequent),,25,28,25
"",,Male,,,Female,,Total
Race Group,Count,Col %,Row %,Count,Col %,Row %,Total Col %
1 White,"16,188",32.56%,89.34%,"1,932",54.62%,10.66%,"18,120  34.03%"
2 Black,"31,189",62.73%,95.34%,"1,525",43.12%,4.66%,"32,714  61.43%"
5 Other,45,.09%,88.24%,6,.17%,11.76%,51  .10%
6 Asian,162,.33%,91.53%,15,.42%,8.47%,177  .33%
9 Unknown,3,.01%,100.00%,,,,3  .01%
10 Hispanic,"2,103",4.23%,97.32%,58,1.64%,2.68%,"2,161  4.06%"
12 Native American,25,.05%,96.15%,1,.03%,3.85%,26  .05%
13 Native Hawaiian,1,.01%,100.00%,,,,1  .01%
Total Reported,"49,716",100%,93.36%,"3,537",100%,6.64%,"53,253  100%"
Not Reported,0,0,0
Grand Total,"49,716","3,537","53,253"
Mode (most frequent),Black,White,Black
"",,Male,,,Female,,Total
