Demographic information
"4  Current age, broken out in ten year age groups"
5  Race group
"6  Marital status, self-reported at entry to prison"
"7  Number of children, self-reported at entry to prison"
"8  Religious affiliation, self-reported at entry to prison"
9  Home county - self-reported at entry to prison
"14  Employment status before prison, self-reported at entry to prison"
15  Age at admission
"17  Height, measured at entry to prison"
"18  Weight, measured at entry to prison"
19  Military service
Correctional information
20  Type of admission to prison
21  Current / last institution type
22  Institution type - transitional centers
23  Institution type - county prisons
25  Institution type - state prisons
27  Institution type - private prisons
28  Institution type - inmate boot camp
29  Number of disciplinary reports
30  Number of transfers
31  Number of escapes
32  Split sentence - Probation to follow
33  Probable future release type of still active inmates
34  Time served in current (or last) institution
"Educational, psychological and physical information"
35  Highest grade level attained
36  Culture fair IQ scores
37  Wide Range Achievement Test (WRAT) reading score
38  Wide Range Achievement Test (WRAT) math score
"Educational, psychological and physical information"
39  Wide Range Achievement Test (WRAT) spelling score
40  Current / last mental health treatment level
41  PULHESDWIT medical scale - 'P' overall condition ('P'hysical)
42  PULHESDWIT medical scale - 'U' upper body
43  PULHESDWIT medical scale - 'L' lower body
44  PULHESDWIT medical scale - 'H' hearing
45  PULHESDWIT medical scale - 'E' vision
46  PULHESDWIT medical scale -'S' psychiatric
47  PULHESDWIT medical scale - 'D' dental
48  PULHESDWIT medical scale - 'W' work ability
49  PULHESDWIT medical scale - 'I' impairment
50  PULHESDWIT medical scale - 'T' transportability
Crimes and criminal history information
51  Number of prior Georgia incarcerations
52  Prison sentence in years
"53  Primary offense, broken out into felonies vs misdemeanors"
"54  Primary offense, broken out into six broad crime categories"
"55  Primary offense, detailed offense code"
63  County of conviction of primary offense
68  Circuit of conviction of primary offense
70  Years served (jail + prison) in this incarceration
Medical information
71  Results of most recent HIV test
72  Results of most recent tuberculosis test
73  Results of most recent syphilis test
74  Results of most recent Hepatitis-C test
"",,Male,,,Female,,Total
Current Age,Count,Col %,Row %,Count,Col %,Row %,Total Col %
Teens (1-19),741,1.49%,95.86%,32,0.89%,4.14%,773  1.45%
Twenties (20-29),"14,990",30.07%,93.63%,"1,019",28.46%,6.37%,"16,009  29.96%"
Thirties (30-39),"14,800",29.69%,92.42%,"1,213",33.88%,7.58%,"16,013  29.97%"
Forties (40-49),"10,201",20.46%,92.80%,791,22.09%,7.20%,"10,992  20.57%"
Fifties (50-59),"6,575",13.19%,93.90%,427,11.93%,6.10%,"7,002  13.10%"
Sixties (60-69),"1,984",3.98%,95.94%,84,2.35%,4.06%,"2,068  3.87%"
Seventy + (70 and above),565,1.13%,97.58%,14,0.39%,2.42%,579  1.08%
Total Reported,"49,856",100%,93.30%,"3,580",100%,6.70%,"53,436  100%"
Not Reported,121,1,122
Grand Total,"49,977","3,581","53,558"
Mean(average),,37.50,36.89,37.46
Median (middle),,35,35,35
Mode(most frequent),,25,34,25
"",,Male,,,Female,,Total
Race Group,Count,Col %,Row %,Count,Col %,Row %,Total Col %
1 White,"16,317",32.65%,89.18%,"1,980",55.29%,10.82%,"18,297  34.16%"
2 Black,"31,353",62.73%,95.36%,"1,524",42.56%,4.64%,"32,877  61.39%"
5 Other,41,.08%,87.23%,6,.17%,12.77%,47  .09%
6 Asian,165,.33%,92.18%,14,.39%,7.82%,179  .33%
9 Unknown,6,.01%,100.00%,,,,6  .01%
10 Hispanic,"2,065",4.13%,97.36%,56,1.56%,2.64%,"2,121  3.96%"
12 Native American,29,.06%,96.67%,1,.03%,3.33%,30  .06%
13 Native Hawaiian,1,.01%,100.00%,,,,1  .01%
Total Reported,"49,977",100%,93.31%,"3,581",100%,6.69%,"53,558  100%"
Not Reported,0,0,0
Grand Total,"49,977","3,581","53,558"
Mode (most frequent),Black,White,Black
"",,Male,,,Female,,Total
Marital Status,Count,Col %,Row %,Count,Col %,Row %,Total Col %
0 Unknown,490,.98%,91.25%,47,1.31%,8.75%,537  1.00%
D Divorced,"4,549",9.10%,89.41%,539,15.05%,10.59%,"5,088  9.50%"
M Married,"6,676",13.36%,91.82%,595,16.62%,8.18%,"7,271  13.58%"
S Separated,"1,723",3.45%,85.00%,304,8.49%,15.00%,"2,027  3.78%"
U Unmarried,"36,075",72.18%,94.89%,"1,944",54.29%,5.11%,"38,019  70.99%"
W Widow,464,.93%,75.32%,152,4.24%,24.68%,616  1.15%
Total Reported,"49,977",100%,93.31%,"3,581",100%,6.69%,"53,558  100%"
Not Reported,0,0,0
Grand Total,"49,977","3,581","53,558"
Mode (most frequent),Unmarried,Unmarried,Unmarried
"",,Male,,,Female,,Total
Number of Children,Count,Col %,Row %,Count,Col %,Row %,Total Col %
0,"20,163",40.76%,94.22%,"1,237",34.58%,5.78%,"21,400  40.34%"
1,"11,099",22.44%,94.24%,679,18.98%,5.76%,"11,778  22.20%"
2,"8,097",16.37%,91.40%,762,21.30%,8.60%,"8,859  16.70%"
3,"4,970",10.05%,91.14%,483,13.50%,8.86%,"5,453  10.28%"
4,"2,476",5.00%,91.16%,240,6.71%,8.84%,"2,716  5.12%"
5,"1,279",2.59%,93.29%,92,2.57%,6.71%,"1,371  2.58%"
6,650,1.31%,93.12%,48,1.34%,6.88%,698  1.32%
7,321,0.65%,94.69%,18,0.50%,5.31%,339  0.64%
8,157,0.32%,92.90%,12,0.34%,7.10%,169  0.32%
9,97,0.20%,97.98%,2,0.06%,2.02%,99  0.19%
10,68,0.14%,98.55%,1,0.03%,1.45%,69  0.13%
Over 10,94,0.19%,96.91%,3,0.08%,3.09%,97  0.18%
Total Reported,"49,471",100%,93.26%,"3,577",100%,6.74%,"53,048  100%"
Not Reported,506,4,510
Grand Total,"49,977","3,581","53,558"
Mean(average),,1.39,1.58,1.40
Median (middle),,1,1,1
Mode(most frequent),,0,0,0
"",,Male,,,Female,,Total
Religious Affiliation,Count,Col %,Row %,Count,Col %,Row %,Total Col %
1 Islam,981,4.81%,96.56%,35,1.33%,3.44%,"1,016  4.41%"
2 Catholic,"1,030",5.05%,87.14%,152,5.77%,12.86%,"1,182  5.13%"
3 Baptist,"11,118",54.52%,85.20%,"1,932",73.29%,14.80%,"13,050  56.67%"
4 Methodist,417,2.04%,84.07%,79,3.00%,15.93%,496  2.15%
5 Episcopln,46,.23%,88.46%,6,.23%,11.54%,52  .23%
6 Presbytrn,62,.30%,91.18%,6,.23%,8.82%,68  .30%
7 Chc Of God,400,1.96%,89.49%,47,1.78%,10.51%,447  1.94%
8 Holiness,666,3.27%,82.53%,141,5.35%,17.47%,807  3.50%
9 Jewish,40,.20%,76.92%,12,.46%,23.08%,52  .23%
10 Anglican,17,.08%,94.44%,1,.04%,5.56%,18  .08%
11 Grk Orthdx,6,.03%,85.71%,1,.04%,14.29%,7  .03%
12 Hindu,7,.03%,100.00%,,,,7  .03%
13 Buddhist,36,.18%,73.47%,13,.49%,26.53%,49  .21%
14 Taoist,2,.01%,66.67%,1,.04%,33.33%,3  .01%
15 Shintoist,4,.02%,100.00%,,,,4  .02%
16 Seven D Ad,68,.33%,93.15%,5,.19%,6.85%,73  .32%
17 Jehovah Wt,268,1.31%,89.93%,30,1.14%,10.07%,298  1.29%
18 Latr Day S,28,.14%,84.85%,5,.19%,15.15%,33  .14%
20 Other Prot,"2,662",13.05%,94.83%,145,5.50%,5.17%,"2,807  12.19%"
96 None,"2,534",12.43%,99.02%,25,.95%,.98%,"2,559  11.11%"
Total Reported,"20,392",100%,88.55%,"2,636",100%,11.45%,"23,028  100%"
Not Reported,"29,585",945,"30,530"
Grand Total,"49,977","3,581","53,558"
Mode (most frequent),Baptist,Baptist,Baptist
"",,Male,,,Female,,Total
Home County,Count,Col %,Row %,Count,Col %,Row %,Total Col %
000 Unknown,"5,587",11.18%,92.59%,447,12.48%,7.41%,"6,034  11.27%"
001 Appling County,111,.22%,92.50%,9,.25%,7.50%,120  .22%
002 Atkinson County,38,.08%,95.00%,2,.06%,5.00%,40  .07%
003 Bacon County,84,.17%,97.67%,2,.06%,2.33%,86  .16%
004 Baker County,20,.04%,95.24%,1,.03%,4.76%,21  .04%
005 Baldwin County,224,.45%,91.43%,21,.59%,8.57%,245  .46%
006 Banks County,56,.11%,90.32%,6,.17%,9.68%,62  .12%
007 Barrow County,278,.56%,93.29%,20,.56%,6.71%,298  .56%
008 Bartow County,502,1.00%,85.96%,82,2.29%,14.04%,584  1.09%
009 Ben Hill County,205,.41%,91.52%,19,.53%,8.48%,224  .42%
010 Berrien County,74,.15%,94.87%,4,.11%,5.13%,78  .15%
011 Bibb County,"1,098",2.20%,96.06%,45,1.26%,3.94%,"1,143  2.13%"
012 Bleckley County,54,.11%,94.74%,3,.08%,5.26%,57  .11%
013 Brantley County,63,.13%,90.00%,7,.20%,10.00%,70  .13%
014 Brooks County,173,.35%,97.74%,4,.11%,2.26%,177  .33%
015 Bryan County,97,.19%,96.04%,4,.11%,3.96%,101  .19%
016 Bulloch County,348,.70%,94.05%,22,.61%,5.95%,370  .69%
017 Burke County,221,.44%,95.67%,10,.28%,4.33%,231  .43%
018 Butts County,140,.28%,95.89%,6,.17%,4.11%,146  .27%
019 Calhoun County,69,.14%,98.57%,1,.03%,1.43%,70  .13%
020 Camden County,140,.28%,92.72%,11,.31%,7.28%,151  .28%
021 Candler County,103,.21%,83.74%,20,.56%,16.26%,123  .23%
022 Carroll County,493,.99%,89.64%,57,1.59%,10.36%,550  1.03%
023 Catoosa County,212,.42%,89.45%,25,.70%,10.55%,237  .44%
024 Charlton County,44,.09%,89.80%,5,.14%,10.20%,49  .09%
025 Chatham County,"1,783",3.57%,96.69%,61,1.70%,3.31%,"1,844  3.44%"
026 Chattahoochee County,30,.06%,93.75%,2,.06%,6.25%,32  .06%
027 Chattooga County,225,.45%,90.73%,23,.64%,9.27%,248  .46%
028 Cherokee County,423,.85%,91.16%,41,1.14%,8.84%,464  .87%
029 Clarke County,442,.88%,92.08%,38,1.06%,7.92%,480  .90%
030 Clay County,28,.06%,93.33%,2,.06%,6.67%,30  .06%
031 Clayton County,"1,494",2.99%,94.92%,80,2.23%,5.08%,"1,574  2.94%"
032 Clinch County,47,.09%,92.16%,4,.11%,7.84%,51  .10%
033 Cobb County,"2,030",4.06%,91.36%,192,5.36%,8.64%,"2,222  4.15%"
034 Coffee County,268,.54%,94.04%,17,.47%,5.96%,285  .53%
035 Colquitt County,227,.45%,95.38%,11,.31%,4.62%,238  .44%
036 Columbia County,290,.58%,90.34%,31,.87%,9.66%,321  .60%
037 Cook County,142,.28%,97.26%,4,.11%,2.74%,146  .27%
"",,Male,,,Female,,Total
Home County,Count,Col %,Row %,Count,Col %,Row %,Total Col %
038 Coweta County,418,.84%,93.93%,27,.75%,6.07%,445  .83%
039 Crawford County,39,.08%,92.86%,3,.08%,7.14%,42  .08%
040 Crisp County,219,.44%,97.33%,6,.17%,2.67%,225  .42%
041 Dade County,61,.12%,88.41%,8,.22%,11.59%,69  .13%
042 Dawson County,98,.20%,91.59%,9,.25%,8.41%,107  .20%
043 Decatur County,246,.49%,92.83%,19,.53%,7.17%,265  .49%
044 Dekalb County,"3,064",6.13%,94.39%,182,5.08%,5.61%,"3,246  6.06%"
045 Dodge County,120,.24%,90.23%,13,.36%,9.77%,133  .25%
046 Dooly County,80,.16%,94.12%,5,.14%,5.88%,85  .16%
047 Dougherty County,848,1.70%,93.91%,55,1.54%,6.09%,903  1.69%
048 Douglas County,627,1.25%,94.00%,40,1.12%,6.00%,667  1.25%
049 Early County,86,.17%,91.49%,8,.22%,8.51%,94  .18%
050 Echols County,6,.01%,100.00%,,,,6  .01%
051 Effingham County,189,.38%,94.03%,12,.34%,5.97%,201  .38%
052 Elbert County,120,.24%,93.75%,8,.22%,6.25%,128  .24%
053 Emanuel County,153,.31%,95.63%,7,.20%,4.38%,160  .30%
054 Evans County,78,.16%,97.50%,2,.06%,2.50%,80  .15%
055 Fannin County,85,.17%,85.86%,14,.39%,14.14%,99  .18%
056 Fayette County,174,.35%,87.88%,24,.67%,12.12%,198  .37%
057 Floyd County,737,1.47%,90.10%,81,2.26%,9.90%,818  1.53%
058 Forsyth County,234,.47%,91.05%,23,.64%,8.95%,257  .48%
059 Franklin County,115,.23%,87.12%,17,.47%,12.88%,132  .25%
060 Fulton County,"5,111",10.23%,95.64%,233,6.51%,4.36%,"5,344  9.98%"
061 Gilmer County,103,.21%,92.79%,8,.22%,7.21%,111  .21%
062 Glascock County,14,.03%,93.33%,1,.03%,6.67%,15  .03%
063 Glynn County,403,.81%,94.38%,24,.67%,5.62%,427  .80%
064 Gordon County,283,.57%,87.35%,41,1.14%,12.65%,324  .60%
065 Grady County,146,.29%,96.05%,6,.17%,3.95%,152  .28%
066 Greene County,110,.22%,92.44%,9,.25%,7.56%,119  .22%
067 Gwinnett County,"1,662",3.33%,92.18%,141,3.94%,7.82%,"1,803  3.37%"
068 Habersham County,101,.20%,87.07%,15,.42%,12.93%,116  .22%
069 Hall County,609,1.22%,92.27%,51,1.42%,7.73%,660  1.23%
070 Hancock County,60,.12%,92.31%,5,.14%,7.69%,65  .12%
071 Haralson County,178,.36%,93.19%,13,.36%,6.81%,191  .36%
072 Harris County,89,.18%,91.75%,8,.22%,8.25%,97  .18%
073 Hart County,143,.29%,96.62%,5,.14%,3.38%,148  .28%
074 Heard County,48,.10%,94.12%,3,.08%,5.88%,51  .10%
075 Henry County,554,1.11%,92.80%,43,1.20%,7.20%,597  1.11%
"",,Male,,,Female,,Total
Home County,Count,Col %,Row %,Count,Col %,Row %,Total Col %
076 Houston County,549,1.10%,93.05%,41,1.14%,6.95%,590  1.10%
077 Irwin County,68,.14%,94.44%,4,.11%,5.56%,72  .13%
078 Jackson County,234,.47%,92.49%,19,.53%,7.51%,253  .47%
079 Jasper County,79,.16%,91.86%,7,.20%,8.14%,86  .16%
080 Jeff Davis County,91,.18%,94.79%,5,.14%,5.21%,96  .18%
081 Jefferson County,182,.36%,95.79%,8,.22%,4.21%,190  .35%
082 Jenkins County,63,.13%,95.45%,3,.08%,4.55%,66  .12%
083 Johnson County,37,.07%,86.05%,6,.17%,13.95%,43  .08%
084 Jones County,124,.25%,91.18%,12,.34%,8.82%,136  .25%
085 Lamar County,68,.14%,91.89%,6,.17%,8.11%,74  .14%
086 Lanier County,35,.07%,97.22%,1,.03%,2.78%,36  .07%
087 Laurens County,274,.55%,95.47%,13,.36%,4.53%,287  .54%
088 Lee County,96,.19%,93.20%,7,.20%,6.80%,103  .19%
089 Liberty County,226,.45%,94.96%,12,.34%,5.04%,238  .44%
090 Lincoln County,24,.05%,88.89%,3,.08%,11.11%,27  .05%
091 Long County,45,.09%,84.91%,8,.22%,15.09%,53  .10%
092 Lowndes County,475,.95%,95.38%,23,.64%,4.62%,498  .93%
093 Lumpkin County,96,.19%,92.31%,8,.22%,7.69%,104  .19%
094 Macon County,76,.15%,96.20%,3,.08%,3.80%,79  .15%
095 Madison County,159,.32%,94.08%,10,.28%,5.92%,169  .32%
096 Marion County,44,.09%,91.67%,4,.11%,8.33%,48  .09%
097 Mcduffie County,147,.29%,95.45%,7,.20%,4.55%,154  .29%
098 Mcintosh County,66,.13%,100.00%,,,,66  .12%
099 Meriwether County,153,.31%,91.62%,14,.39%,8.38%,167  .31%
100 Miller County,33,.07%,91.67%,3,.08%,8.33%,36  .07%
101 Mitchell County,161,.32%,94.71%,9,.25%,5.29%,170  .32%
102 Monroe County,120,.24%,96.00%,5,.14%,4.00%,125  .23%
103 Montgomery County,60,.12%,89.55%,7,.20%,10.45%,67  .13%
104 Morgan County,112,.22%,94.92%,6,.17%,5.08%,118  .22%
105 Murray County,159,.32%,92.44%,13,.36%,7.56%,172  .32%
106 Muscogee County,"1,045",2.09%,95.26%,52,1.45%,4.74%,"1,097  2.05%"
107 Newton County,565,1.13%,92.02%,49,1.37%,7.98%,614  1.15%
108 Oconee County,38,.08%,88.37%,5,.14%,11.63%,43  .08%
109 Oglethorpe County,69,.14%,95.83%,3,.08%,4.17%,72  .13%
110 Paulding County,308,.62%,91.94%,27,.75%,8.06%,335  .63%
