Demographic information
"5  Current age, broken out in ten year age groups"
6  Race group
7  Hispanic Origin
"8  Marital status, self-reported at entry to prison"
"9  Number of children, self-reported at entry to prison"
"10  Religious affiliation, self-reported at entry to prison"
11  Home county - self-reported at entry to prison
"16  Environment to age 16, self-reported at entry to prison"
"17  Guardian status to age 16, self-reported at entry to prison"
18  Age at admission
20  Age at release
"21  Height, measured at entry to prison"
"23  Weight, measured at entry to prison"
25  Military service
Correctional information
26  Type of admission to prison
27  Current / last security status
28  Current / last institution type
29  Institution type - transitional centers
30  Institution type - mental hospitals
31  Institution type - county prisons
32  Institution type - state prisons
34  Institution type - private prisons
35  Institution type - prison annexes
36  Institution type - pre-release centers
37  Institution type - inmate boot camp
38  Number of disciplinary reports
39  Number of transfers
40  Number of escapes
41  Probable future release type
Correctional information
42  Actual release type
43  Time served in current (or last) institution
"Educational, psychological and physical information"
44  Highest grade level attained
45  Culture fair IQ scores
46  Wide Range Achievement Test (WRAT) reading score
47  Wide Range Achievement Test (WRAT) math score
48  Wide Range Achievement Test (WRAT) spelling score
49  Scope of substance abuse - summary
50  Scope of substance abuse - detail
51  Current / last mental health treatment level
52  PULHESDWIT medical scale - 'P' overall condition ('P'hysical)
53  PULHESDWIT medical scale - 'U' upper body
54  PULHESDWIT medical scale - 'L' lower body
55  PULHESDWIT medical scale - 'H' hearing
56  PULHESDWIT medical scale - 'E' vision
57  PULHESDWIT medical scale -'S' psychiatric
58  PULHESDWIT medical scale - 'D' dental
59  PULHESDWIT medical scale - 'W' work ability
60  PULHESDWIT medical scale - 'I' impairment
61  PULHESDWIT medical scale - 'T' transportability
"62  Criminality in family, self-reported"
"63  Alcoholism in family, self-reported"
"64  Drug abuse in family, self-reported"
"65  Subjected to frequent beatings, self-reported"
66  Father absent during inmate's childhood
67  Mother absent during inmate's childhood
Crimes and criminal history information
68  Number of prior Georgia incarcerations
69  Prison sentence in years
Crimes and criminal history information
"70  Primary offense, broken out into felonies vs misdemeanors"
"71  Primary offense, broken out into six broad crime categories"
"72  Primary offense, detailed offense code"
79  County of conviction of primary offense
84  Circuit of conviction of primary offense
86  Years served (jail + prison) in this incarceration
Medical information
87  Results of most recent HIV test
88  Results of most recent tuberculosis test
89  Results of most recent syphilis test
90  Results of most recent Hepatitis-C test
91  Results of most recent pregnancy test
92  Results of most recent diabetes test
93  Results of most recent hypertension test
94  Results of most recent asthma test
"",,Male,,,Female,,Total
Current Age,Count,Col %,Row %,Count,Col %,Row %,Total Col %
Teens,"2,832",5.76%,95.35%,138,3.88%,4.65%,"2,970  5.63%"
