"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,341","37.22%","90.59%","1,906","53.55%","9.41%","20,247","38.32%"
"Black","30,834","62.58%","94.93%","1,647","46.28%","5.07%","32,481","61.48%"
"Indian","56",".11%","94.92%","3",".08%","5.08%","59",".11%"
"Asian","41",".08%","93.18%","3",".08%","6.82%","44",".08%"
"Total Reported","49,272","100%","93.26%","3,559","100%","6.74%","52,831","100%"
"Not Reported","218","","","12","","","230",""
"Grand Total","49,490","","","3,571","","","53,061",""
