"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","15","0.03%","93.75%","1","0.03%","6.25%","16","0.03%"
"15","61","0.12%","98.39%","1","0.03%","1.61%","62","0.12%"
"16","181","0.37%","95.26%","9","0.24%","4.74%","190","0.36%"
"17","770","1.55%","96.86%","25","0.67%","3.14%","795","1.49%"
"18","1,607","3.24%","97.16%","47","1.25%","2.84%","1,654","3.10%"
"19","2,121","4.28%","96.76%","71","1.89%","3.24%","2,192","4.11%"
"20","2,146","4.33%","94.50%","125","3.33%","5.50%","2,271","4.26%"
"21","2,121","4.28%","94.90%","114","3.03%","5.10%","2,235","4.19%"
"22","2,121","4.28%","95.03%","111","2.95%","4.97%","2,232","4.19%"
"23","2,053","4.14%","93.83%","135","3.59%","6.17%","2,188","4.10%"
"24","1,993","4.02%","93.57%","137","3.65%","6.43%","2,130","3.99%"
"25","1,937","3.91%","93.67%","131","3.49%","6.33%","2,068","3.88%"
"26","1,807","3.65%","93.19%","132","3.51%","6.81%","1,939","3.64%"
"27","1,872","3.78%","93.88%","122","3.25%","6.12%","1,994","3.74%"
"28","1,832","3.70%","93.23%","133","3.54%","6.77%","1,965","3.68%"
"29","1,709","3.45%","91.88%","151","4.02%","8.12%","1,860","3.49%"
"30","1,600","3.23%","92.17%","136","3.62%","7.83%","1,736","3.26%"
"31","1,478","2.98%","92.61%","118","3.14%","7.39%","1,596","2.99%"
"32","1,358","2.74%","92.82%","105","2.79%","7.18%","1,463","2.74%"
"33","1,302","2.63%","93.07%","97","2.58%","6.93%","1,399","2.62%"
"34","1,337","2.70%","92.46%","109","2.90%","7.54%","1,446","2.71%"
"35","1,272","2.57%","92.17%","108","2.87%","7.83%","1,380","2.59%"
"36","1,257","2.54%","91.62%","115","3.06%","8.38%","1,372","2.57%"
"37","1,244","2.51%","92.22%","105","2.79%","7.78%","1,349","2.53%"
"38","1,143","2.31%","90.79%","116","3.09%","9.21%","1,259","2.36%"
"39","1,143","2.31%","90.07%","126","3.35%","9.93%","1,269","2.38%"
"40","1,084","2.19%","91.25%","104","2.77%","8.75%","1,188","2.23%"
"41","1,048","2.11%","89.27%","126","3.35%","10.73%","1,174","2.20%"
"42","1,001","2.02%","89.53%","117","3.11%","10.47%","1,118","2.10%"
"43","962","1.94%","90.75%","98","2.61%","9.25%","1,060","1.99%"
"44","945","1.91%","91.04%","93","2.48%","8.96%","1,038","1.95%"
"45","876","1.77%","89.48%","103","2.74%","10.52%","979","1.84%"
"46","812","1.64%","90.42%","86","2.29%","9.58%","898","1.68%"
"47","714","1.44%","90.84%","72","1.92%","9.16%","786","1.47%"
"48","650","1.31%","89.29%","78","2.08%","10.71%","728","1.37%"
"49","606","1.22%","92.94%","46","1.22%","7.06%","652","1.22%"
"50","491","0.99%","89.76%","56","1.49%","10.24%","547","1.03%"
"51","455","0.92%","93.24%","33","0.88%","6.76%","488","0.92%"
"52","420","0.85%","92.92%","32","0.85%","7.08%","452","0.85%"
"53","338","0.68%","88.95%","42","1.12%","11.05%","380","0.71%"
"54","251","0.51%","94.36%","15","0.40%","5.64%","266","0.50%"
"55","272","0.55%","94.44%","16","0.43%","5.56%","288","0.54%"
"56","194","0.39%","93.72%","13","0.35%","6.28%","207","0.39%"
"57","167","0.34%","93.30%","12","0.32%","6.70%","179","0.34%"
"58","137","0.28%","94.48%","8","0.21%","5.52%","145","0.27%"
"59","142","0.29%","93.42%","10","0.27%","6.58%","152","0.29%"
"60","86","0.17%","95.56%","4","0.11%","4.44%","90","0.17%"
"61","68","0.14%","97.14%","2","0.05%","2.86%","70","0.13%"
"62","59","0.12%","100.00%","","","","59","0.11%"
"63","53","0.11%","98.15%","1","0.03%","1.85%","54","0.10%"
"64","43","0.09%","97.73%","1","0.03%","2.27%","44","0.08%"
"65","35","0.07%","97.22%","1","0.03%","2.78%","36","0.07%"
"66","28","0.06%","96.55%","1","0.03%","3.45%","29","0.05%"
"67","26","0.05%","92.86%","2","0.05%","7.14%","28","0.05%"
"68","30","0.06%","96.77%","1","0.03%","3.23%","31","0.06%"
"69","26","0.05%","100.00%","","","","26","0.05%"
"70","11","0.02%","84.62%","2","0.05%","15.38%","13","0.02%"
"71","8","0.02%","100.00%","","","","8","0.02%"
"72","9","0.02%","100.00%","","","","9","0.02%"
"73","9","0.02%","100.00%","","","","9","0.02%"
"74","6","0.01%","100.00%","","","","6","0.01%"
"75","8","0.02%","100.00%","","","","8","0.02%"
"76","6","0.01%","100.00%","","","","6","0.01%"
"77","2","0.01%","66.67%","1","0.03%","33.33%","3","0.01%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"79","5","0.01%","83.33%","1","0.03%","16.67%","6","0.01%"
"80","2","0.01%","100.00%","","","","2","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","49,569","100%","92.95%","3,757","100%","7.05%","53,326","100%"
"Not Reported","1",,,"0",,,"1",
"Grand Total","49,570",,,"3,757",,,"53,327",
