"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","19","0.04%","95.00%","1","0.03%","5.00%","20","0.04%"
"15","69","0.13%","98.57%","1","0.03%","1.43%","70","0.13%"
"16","202","0.39%","95.73%","9","0.24%","4.27%","211","0.38%"
"17","774","1.51%","97.24%","22","0.59%","2.76%","796","1.45%"
"18","1,572","3.06%","97.40%","42","1.12%","2.60%","1,614","2.93%"
"19","2,254","4.39%","97.11%","67","1.79%","2.89%","2,321","4.21%"
"20","2,320","4.52%","95.12%","119","3.18%","4.88%","2,439","4.43%"
"21","2,330","4.54%","95.06%","121","3.23%","4.94%","2,451","4.45%"
"22","2,303","4.49%","94.70%","129","3.45%","5.30%","2,432","4.42%"
"23","2,095","4.08%","94.16%","130","3.48%","5.84%","2,225","4.04%"
"24","2,040","3.97%","93.32%","146","3.90%","6.68%","2,186","3.97%"
"25","1,966","3.83%","93.31%","141","3.77%","6.69%","2,107","3.83%"
"26","1,867","3.64%","93.77%","124","3.31%","6.23%","1,991","3.62%"
"27","1,833","3.57%","93.38%","130","3.48%","6.62%","1,963","3.56%"
"28","1,824","3.55%","93.20%","133","3.56%","6.80%","1,957","3.55%"
"29","1,753","3.42%","93.15%","129","3.45%","6.85%","1,882","3.42%"
"30","1,662","3.24%","92.64%","132","3.53%","7.36%","1,794","3.26%"
"31","1,638","3.19%","91.87%","145","3.88%","8.13%","1,783","3.24%"
"32","1,477","2.88%","92.72%","116","3.10%","7.28%","1,593","2.89%"
"33","1,416","2.76%","93.10%","105","2.81%","6.90%","1,521","2.76%"
"34","1,276","2.49%","91.08%","125","3.34%","8.92%","1,401","2.54%"
"35","1,272","2.48%","93.12%","94","2.51%","6.88%","1,366","2.48%"
"36","1,249","2.43%","91.57%","115","3.07%","8.43%","1,364","2.48%"
"37","1,195","2.33%","93.36%","85","2.27%","6.64%","1,280","2.32%"
"38","1,144","2.23%","91.52%","106","2.83%","8.48%","1,250","2.27%"
"39","1,147","2.23%","90.31%","123","3.29%","9.69%","1,270","2.31%"
"40","1,128","2.20%","90.89%","113","3.02%","9.11%","1,241","2.25%"
"41","1,041","2.03%","90.13%","114","3.05%","9.87%","1,155","2.10%"
"42","987","1.92%","91.14%","96","2.57%","8.86%","1,083","1.97%"
"43","944","1.84%","91.74%","85","2.27%","8.26%","1,029","1.87%"
"44","907","1.77%","91.43%","85","2.27%","8.57%","992","1.80%"
"45","859","1.67%","90.14%","94","2.51%","9.86%","953","1.73%"
"46","814","1.59%","91.15%","79","2.11%","8.85%","893","1.62%"
"47","728","1.42%","90.32%","78","2.09%","9.68%","806","1.46%"
"48","689","1.34%","91.62%","63","1.68%","8.38%","752","1.37%"
"49","618","1.20%","92.79%","48","1.28%","7.21%","666","1.21%"
"50","587","1.14%","93.32%","42","1.12%","6.68%","629","1.14%"
"51","499","0.97%","91.90%","44","1.18%","8.10%","543","0.99%"
"52","449","0.87%","94.13%","28","0.75%","5.87%","477","0.87%"
"53","411","0.80%","91.54%","38","1.02%","8.46%","449","0.82%"
"54","300","0.58%","92.88%","23","0.61%","7.12%","323","0.59%"
"55","278","0.54%","91.75%","25","0.67%","8.25%","303","0.55%"
"56","252","0.49%","93.33%","18","0.48%","6.67%","270","0.49%"
"57","185","0.36%","92.50%","15","0.40%","7.50%","200","0.36%"
"58","163","0.32%","92.09%","14","0.37%","7.91%","177","0.32%"
"59","159","0.31%","92.98%","12","0.32%","7.02%","171","0.31%"
"60","104","0.20%","92.04%","9","0.24%","7.96%","113","0.21%"
"61","104","0.20%","94.55%","6","0.16%","5.45%","110","0.20%"
"62","72","0.14%","96.00%","3","0.08%","4.00%","75","0.14%"
"63","68","0.13%","97.14%","2","0.05%","2.86%","70","0.13%"
"64","55","0.11%","96.49%","2","0.05%","3.51%","57","0.10%"
"65","38","0.07%","97.44%","1","0.03%","2.56%","39","0.07%"
"66","28","0.05%","93.33%","2","0.05%","6.67%","30","0.05%"
"67","31","0.06%","91.18%","3","0.08%","8.82%","34","0.06%"
"68","23","0.04%","92.00%","2","0.05%","8.00%","25","0.05%"
"69","34","0.07%","100.00%","","","","34","0.06%"
"70","16","0.03%","88.89%","2","0.05%","11.11%","18","0.03%"
"71","8","0.02%","100.00%","","","","8","0.01%"
"72","9","0.02%","75.00%","3","0.08%","25.00%","12","0.02%"
"73","10","0.02%","100.00%","","","","10","0.02%"
"74","10","0.02%","100.00%","","","","10","0.02%"
"75","7","0.01%","100.00%","","","","7","0.01%"
"76","7","0.01%","100.00%","","","","7","0.01%"
"77","3","0.01%","75.00%","1","0.03%","25.00%","4","0.01%"
"78","3","0.01%","100.00%","","","","3","0.01%"
"79","1","0.01%","50.00%","1","0.03%","50.00%","2","0.01%"
"82","3","0.01%","100.00%","","","","3","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","51,331","100%","93.21%","3,741","100%","6.79%","55,072","100%"
"Not Reported","2",,,"1",,,"3",
"Grand Total","51,333",,,"3,742",,,"55,075",
