"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","16","0.03%","88.89%","2","0.05%","11.11%","18","0.03%"
"15","55","0.11%","100.00%","","","","55","0.10%"
"16","141","0.28%","98.60%","2","0.05%","1.40%","143","0.26%"
"17","700","1.39%","95.76%","31","0.81%","4.24%","731","1.35%"
"18","1,294","2.57%","96.71%","44","1.15%","3.29%","1,338","2.47%"
"19","1,823","3.61%","96.97%","57","1.49%","3.03%","1,880","3.47%"
"20","2,076","4.12%","95.80%","91","2.38%","4.20%","2,167","3.99%"
"21","2,104","4.17%","95.81%","92","2.41%","4.19%","2,196","4.05%"
"22","2,162","4.29%","94.62%","123","3.22%","5.38%","2,285","4.21%"
"23","1,995","3.96%","93.62%","136","3.56%","6.38%","2,131","3.93%"
"24","2,030","4.02%","92.82%","157","4.11%","7.18%","2,187","4.03%"
"25","1,924","3.81%","93.13%","142","3.72%","6.87%","2,066","3.81%"
"26","1,951","3.87%","93.17%","143","3.74%","6.83%","2,094","3.86%"
"27","1,858","3.68%","92.81%","144","3.77%","7.19%","2,002","3.69%"
"28","1,811","3.59%","93.16%","133","3.48%","6.84%","1,944","3.58%"
"29","1,682","3.33%","92.16%","143","3.74%","7.84%","1,825","3.36%"
"30","1,679","3.33%","92.00%","146","3.82%","8.00%","1,825","3.36%"
"31","1,557","3.09%","91.21%","150","3.93%","8.79%","1,707","3.15%"
"32","1,463","2.90%","90.48%","154","4.03%","9.52%","1,617","2.98%"
"33","1,476","2.93%","91.28%","141","3.69%","8.72%","1,617","2.98%"
"34","1,379","2.73%","90.01%","153","4.00%","9.99%","1,532","2.82%"
"35","1,435","2.85%","92.46%","117","3.06%","7.54%","1,552","2.86%"
"36","1,344","2.66%","92.75%","105","2.75%","7.25%","1,449","2.67%"
"37","1,311","2.60%","92.65%","104","2.72%","7.35%","1,415","2.61%"
"38","1,199","2.38%","91.67%","109","2.85%","8.33%","1,308","2.41%"
"39","1,082","2.15%","91.54%","100","2.62%","8.46%","1,182","2.18%"
"40","1,031","2.04%","90.60%","107","2.80%","9.40%","1,138","2.10%"
"41","970","1.92%","92.82%","75","1.96%","7.18%","1,045","1.93%"
"42","898","1.78%","92.48%","73","1.91%","7.52%","971","1.79%"
"43","887","1.76%","92.40%","73","1.91%","7.60%","960","1.77%"
"44","783","1.55%","90.94%","78","2.04%","9.06%","861","1.59%"
"45","738","1.46%","90.44%","78","2.04%","9.56%","816","1.50%"
"46","730","1.45%","90.35%","78","2.04%","9.65%","808","1.49%"
"47","662","1.31%","88.98%","82","2.15%","11.02%","744","1.37%"
"48","659","1.31%","90.52%","69","1.81%","9.48%","728","1.34%"
"49","627","1.24%","92.48%","51","1.33%","7.52%","678","1.25%"
"50","570","1.13%","92.53%","46","1.20%","7.47%","616","1.14%"
"51","468","0.93%","92.13%","40","1.05%","7.87%","508","0.94%"
"52","507","1.01%","91.02%","50","1.31%","8.98%","557","1.03%"
"53","480","0.95%","92.66%","38","0.99%","7.34%","518","0.95%"
"54","423","0.84%","92.97%","32","0.84%","7.03%","455","0.84%"
"55","363","0.72%","94.53%","21","0.55%","5.47%","384","0.71%"
"56","325","0.64%","92.59%","26","0.68%","7.41%","351","0.65%"
"57","273","0.54%","94.79%","15","0.39%","5.21%","288","0.53%"
"58","255","0.51%","95.86%","11","0.29%","4.14%","266","0.49%"
"59","200","0.40%","93.90%","13","0.34%","6.10%","213","0.39%"
"60","171","0.34%","93.96%","11","0.29%","6.04%","182","0.34%"
"61","150","0.30%","98.04%","3","0.08%","1.96%","153","0.28%"
"62","124","0.25%","93.23%","9","0.24%","6.77%","133","0.25%"
"63","98","0.19%","96.08%","4","0.10%","3.92%","102","0.19%"
"64","106","0.21%","95.50%","5","0.13%","4.50%","111","0.20%"
"65","62","0.12%","95.38%","3","0.08%","4.62%","65","0.12%"
"66","47","0.09%","95.92%","2","0.05%","4.08%","49","0.09%"
"67","49","0.10%","96.08%","2","0.05%","3.92%","51","0.09%"
"68","40","0.08%","97.56%","1","0.03%","2.44%","41","0.08%"
"69","38","0.08%","97.44%","1","0.03%","2.56%","39","0.07%"
"70","36","0.07%","97.30%","1","0.03%","2.70%","37","0.07%"
"71","20","0.04%","100.00%","","","","20","0.04%"
"72","16","0.03%","94.12%","1","0.03%","5.88%","17","0.03%"
"73","17","0.03%","100.00%","","","","17","0.03%"
"74","14","0.03%","87.50%","2","0.05%","12.50%","16","0.03%"
"75","11","0.02%","100.00%","","","","11","0.02%"
"76","11","0.02%","100.00%","","","","11","0.02%"
"77","6","0.01%","100.00%","","","","6","0.01%"
"78","3","0.01%","100.00%","","","","3","0.01%"
"79","3","0.01%","100.00%","","","","3","0.01%"
"80","1","0.01%","50.00%","1","0.03%","50.00%","2","0.01%"
"81","3","0.01%","100.00%","","","","3","0.01%"
"82","5","0.01%","100.00%","","","","5","0.01%"
"83","2","0.01%","100.00%","","","","2","0.01%"
"84","3","0.01%","100.00%","","","","3","0.01%"
"85","1","0.01%","100.00%","","","","1","0.01%"
"86","1","0.01%","100.00%","","","","1","0.01%"
"87","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","50,435","100%","92.96%","3,821","100%","7.04%","54,256","100%"
"Not Reported","1",,,"0",,,"1",
"Grand Total","50,436",,,"3,821",,,"54,257",
