"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","15","0.03%","88.24%","2","0.06%","11.76%","17","0.03%"
"15","52","0.10%","98.11%","1","0.03%","1.89%","53","0.10%"
"16","154","0.31%","96.86%","5","0.14%","3.14%","159","0.30%"
"17","682","1.37%","95.92%","29","0.80%","4.08%","711","1.33%"
"18","1,234","2.48%","97.01%","38","1.05%","2.99%","1,272","2.38%"
"19","1,906","3.83%","96.85%","62","1.71%","3.15%","1,968","3.68%"
"20","2,152","4.32%","95.05%","112","3.09%","4.95%","2,264","4.24%"
"21","2,220","4.46%","95.40%","107","2.95%","4.60%","2,327","4.35%"
"22","2,268","4.55%","95.33%","111","3.06%","4.67%","2,379","4.45%"
"23","2,096","4.21%","93.78%","139","3.84%","6.22%","2,235","4.18%"
"24","2,076","4.17%","92.72%","163","4.50%","7.28%","2,239","4.19%"
"25","1,890","3.79%","93.61%","129","3.56%","6.39%","2,019","3.78%"
"26","1,856","3.73%","93.64%","126","3.48%","6.36%","1,982","3.71%"
"27","1,801","3.62%","93.51%","125","3.45%","6.49%","1,926","3.60%"
"28","1,723","3.46%","93.08%","128","3.53%","6.92%","1,851","3.46%"
"29","1,699","3.41%","92.89%","130","3.59%","7.11%","1,829","3.42%"
"30","1,697","3.41%","93.45%","119","3.28%","6.55%","1,816","3.40%"
"31","1,537","3.09%","92.87%","118","3.26%","7.13%","1,655","3.10%"
"32","1,483","2.98%","91.60%","136","3.75%","8.40%","1,619","3.03%"
"33","1,453","2.92%","91.15%","141","3.89%","8.85%","1,594","2.98%"
"34","1,389","2.79%","91.44%","130","3.59%","8.56%","1,519","2.84%"
"35","1,348","2.71%","92.33%","112","3.09%","7.67%","1,460","2.73%"
"36","1,285","2.58%","91.85%","114","3.15%","8.15%","1,399","2.62%"
"37","1,209","2.43%","92.01%","105","2.90%","7.99%","1,314","2.46%"
"38","1,082","2.17%","92.32%","90","2.48%","7.68%","1,172","2.19%"
"39","996","2.00%","91.21%","96","2.65%","8.79%","1,092","2.04%"
"40","982","1.97%","91.78%","88","2.43%","8.22%","1,070","2.00%"
"41","950","1.91%","92.86%","73","2.01%","7.14%","1,023","1.91%"
"42","896","1.80%","92.56%","72","1.99%","7.44%","968","1.81%"
"43","900","1.81%","92.02%","78","2.15%","7.98%","978","1.83%"
"44","826","1.66%","90.67%","85","2.35%","9.33%","911","1.70%"
"45","765","1.54%","90.96%","76","2.10%","9.04%","841","1.57%"
"46","708","1.42%","90.19%","77","2.12%","9.81%","785","1.47%"
"47","676","1.36%","92.35%","56","1.55%","7.65%","732","1.37%"
"48","687","1.38%","92.59%","55","1.52%","7.41%","742","1.39%"
"49","627","1.26%","92.21%","53","1.46%","7.79%","680","1.27%"
"50","556","1.12%","92.36%","46","1.27%","7.64%","602","1.13%"
"51","494","0.99%","91.82%","44","1.21%","8.18%","538","1.01%"
"52","471","0.95%","90.75%","48","1.32%","9.25%","519","0.97%"
"53","446","0.90%","88.67%","57","1.57%","11.33%","503","0.94%"
"54","408","0.82%","92.31%","34","0.94%","7.69%","442","0.83%"
"55","345","0.69%","95.83%","15","0.41%","4.17%","360","0.67%"
"56","297","0.60%","93.40%","21","0.58%","6.60%","318","0.60%"
"57","243","0.49%","94.19%","15","0.41%","5.81%","258","0.48%"
"58","215","0.43%","96.41%","8","0.22%","3.59%","223","0.42%"
"59","177","0.36%","91.24%","17","0.47%","8.76%","194","0.36%"
"60","150","0.30%","94.34%","9","0.25%","5.66%","159","0.30%"
"61","108","0.22%","97.30%","3","0.08%","2.70%","111","0.21%"
"62","118","0.24%","95.93%","5","0.14%","4.07%","123","0.23%"
"63","77","0.15%","96.25%","3","0.08%","3.75%","80","0.15%"
"64","82","0.16%","93.18%","6","0.17%","6.82%","88","0.16%"
"65","60","0.12%","93.75%","4","0.11%","6.25%","64","0.12%"
"66","38","0.08%","97.44%","1","0.03%","2.56%","39","0.07%"
"67","43","0.09%","97.73%","1","0.03%","2.27%","44","0.08%"
"68","33","0.07%","97.06%","1","0.03%","2.94%","34","0.06%"
"69","28","0.06%","100.00%","","","","28","0.05%"
"70","21","0.04%","95.45%","1","0.03%","4.55%","22","0.04%"
"71","13","0.03%","92.86%","1","0.03%","7.14%","14","0.03%"
"72","18","0.04%","94.74%","1","0.03%","5.26%","19","0.04%"
"73","10","0.02%","100.00%","","","","10","0.02%"
"74","8","0.02%","88.89%","1","0.03%","11.11%","9","0.02%"
"75","8","0.02%","100.00%","","","","8","0.01%"
"76","7","0.01%","100.00%","","","","7","0.01%"
"77","7","0.01%","87.50%","1","0.03%","12.50%","8","0.01%"
"78","3","0.01%","100.00%","","","","3","0.01%"
"79","2","0.01%","100.00%","","","","2","0.01%"
"80","2","0.01%","100.00%","","","","2","0.01%"
"81","2","0.01%","100.00%","","","","2","0.01%"
"82","4","0.01%","100.00%","","","","4","0.01%"
"83","1","0.01%","100.00%","","","","1","0.01%"
"84","2","0.01%","100.00%","","","","2","0.01%"
"Total Reported","49,817","100%","93.22%","3,624","100%","6.78%","53,441","100%"
"Not Reported","29",,,"1",,,"30",
"Grand Total","49,846",,,"3,625",,,"53,471",
