"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","12","0.02%","85.71%","2","0.05%","14.29%","14","0.03%"
"15","49","0.10%","100.00%","","","","49","0.09%"
"16","126","0.25%","98.44%","2","0.05%","1.56%","128","0.23%"
"17","669","1.31%","95.57%","31","0.79%","4.43%","700","1.28%"
"18","1,262","2.48%","96.56%","45","1.14%","3.44%","1,307","2.38%"
"19","1,818","3.57%","96.65%","63","1.60%","3.35%","1,881","3.43%"
"20","2,054","4.03%","95.71%","92","2.34%","4.29%","2,146","3.91%"
"21","2,062","4.05%","95.60%","95","2.42%","4.40%","2,157","3.93%"
"22","2,109","4.14%","94.66%","119","3.03%","5.34%","2,228","4.06%"
"23","2,010","3.95%","94.23%","123","3.13%","5.77%","2,133","3.89%"
"24","2,003","3.93%","92.77%","156","3.97%","7.23%","2,159","3.93%"
"25","1,959","3.85%","92.93%","149","3.79%","7.07%","2,108","3.84%"
"26","1,919","3.77%","93.16%","141","3.59%","6.84%","2,060","3.75%"
"27","1,891","3.71%","92.29%","158","4.02%","7.71%","2,049","3.73%"
"28","1,818","3.57%","92.71%","143","3.64%","7.29%","1,961","3.57%"
"29","1,751","3.44%","92.30%","146","3.71%","7.70%","1,897","3.46%"
"30","1,668","3.27%","92.05%","144","3.66%","7.95%","1,812","3.30%"
"31","1,582","3.11%","90.87%","159","4.04%","9.13%","1,741","3.17%"
"32","1,513","2.97%","90.98%","150","3.81%","9.02%","1,663","3.03%"
"33","1,522","2.99%","91.74%","137","3.48%","8.26%","1,659","3.02%"
"34","1,388","2.72%","90.48%","146","3.71%","9.52%","1,534","2.80%"
"35","1,405","2.76%","91.89%","124","3.15%","8.11%","1,529","2.79%"
"36","1,344","2.64%","91.74%","121","3.08%","8.26%","1,465","2.67%"
"37","1,340","2.63%","91.91%","118","3.00%","8.09%","1,458","2.66%"
"38","1,244","2.44%","91.61%","114","2.90%","8.39%","1,358","2.47%"
"39","1,122","2.20%","91.00%","111","2.82%","9.00%","1,233","2.25%"
"40","1,077","2.11%","91.12%","105","2.67%","8.88%","1,182","2.15%"
"41","1,012","1.99%","91.75%","91","2.31%","8.25%","1,103","2.01%"
"42","897","1.76%","92.57%","72","1.83%","7.43%","969","1.77%"
"43","882","1.73%","91.59%","81","2.06%","8.41%","963","1.75%"
"44","763","1.50%","91.49%","71","1.81%","8.51%","834","1.52%"
"45","755","1.48%","90.53%","79","2.01%","9.47%","834","1.52%"
"46","770","1.51%","90.80%","78","1.98%","9.20%","848","1.55%"
"47","707","1.39%","90.99%","70","1.78%","9.01%","777","1.42%"
"48","680","1.33%","91.03%","67","1.70%","8.97%","747","1.36%"
"49","648","1.27%","91.53%","60","1.53%","8.47%","708","1.29%"
"50","583","1.14%","93.28%","42","1.07%","6.72%","625","1.14%"
"51","495","0.97%","93.22%","36","0.92%","6.78%","531","0.97%"
"52","552","1.08%","91.69%","50","1.27%","8.31%","602","1.10%"
"53","480","0.94%","90.91%","48","1.22%","9.09%","528","0.96%"
"54","422","0.83%","93.16%","31","0.79%","6.84%","453","0.83%"
"55","399","0.78%","93.44%","28","0.71%","6.56%","427","0.78%"
"56","344","0.68%","93.22%","25","0.64%","6.78%","369","0.67%"
"57","301","0.59%","95.25%","15","0.38%","4.75%","316","0.58%"
"58","261","0.51%","94.57%","15","0.38%","5.43%","276","0.50%"
"59","209","0.41%","88.94%","26","0.66%","11.06%","235","0.43%"
"60","186","0.37%","94.90%","10","0.25%","5.10%","196","0.36%"
"61","167","0.33%","96.53%","6","0.15%","3.47%","173","0.32%"
"62","121","0.24%","92.37%","10","0.25%","7.63%","131","0.24%"
"63","120","0.24%","96.77%","4","0.10%","3.23%","124","0.23%"
"64","96","0.19%","93.20%","7","0.18%","6.80%","103","0.19%"
"65","60","0.12%","95.24%","3","0.08%","4.76%","63","0.11%"
"66","53","0.10%","98.15%","1","0.03%","1.85%","54","0.10%"
"67","42","0.08%","95.45%","2","0.05%","4.55%","44","0.08%"
"68","38","0.07%","95.00%","2","0.05%","5.00%","40","0.07%"
"69","34","0.07%","91.89%","3","0.08%","8.11%","37","0.07%"
"70","31","0.06%","96.88%","1","0.03%","3.13%","32","0.06%"
"71","15","0.03%","88.24%","2","0.05%","11.76%","17","0.03%"
"72","17","0.03%","94.44%","1","0.03%","5.56%","18","0.03%"
"73","17","0.03%","100.00%","","","","17","0.03%"
"74","7","0.01%","87.50%","1","0.03%","12.50%","8","0.01%"
"75","18","0.04%","100.00%","","","","18","0.03%"
"76","13","0.03%","100.00%","","","","13","0.02%"
"77","6","0.01%","100.00%","","","","6","0.01%"
"78","5","0.01%","100.00%","","","","5","0.01%"
"79","4","0.01%","100.00%","","","","4","0.01%"
"80","2","0.01%","66.67%","1","0.03%","33.33%","3","0.01%"
"81","4","0.01%","100.00%","","","","4","0.01%"
"82","6","0.01%","100.00%","","","","6","0.01%"
"83","2","0.01%","100.00%","","","","2","0.01%"
"84","4","0.01%","100.00%","","","","4","0.01%"
"86","1","0.01%","100.00%","","","","1","0.01%"
"87","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","50,947","100%","92.83%","3,933","100%","7.17%","54,880","100%"
"Not Reported","1",,,"0",,,"1",
"Grand Total","50,948",,,"3,933",,,"54,881",
