"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","13","0.03%","92.86%","1","0.03%","7.14%","14","0.03%"
"15","62","0.12%","98.41%","1","0.03%","1.59%","63","0.12%"
"16","184","0.37%","95.34%","9","0.25%","4.66%","193","0.36%"
"17","812","1.63%","97.01%","25","0.69%","2.99%","837","1.57%"
"18","1,591","3.20%","97.25%","45","1.24%","2.75%","1,636","3.06%"
"19","2,095","4.21%","96.68%","72","1.98%","3.32%","2,167","4.06%"
"20","2,124","4.27%","95.16%","108","2.97%","4.84%","2,232","4.18%"
"21","2,099","4.22%","94.98%","111","3.05%","5.02%","2,210","4.14%"
"22","2,149","4.32%","95.68%","97","2.66%","4.32%","2,246","4.21%"
"23","2,063","4.15%","94.24%","126","3.46%","5.76%","2,189","4.10%"
"24","1,958","3.94%","93.68%","132","3.63%","6.32%","2,090","3.92%"
"25","2,009","4.04%","93.57%","138","3.79%","6.43%","2,147","4.02%"
"26","1,854","3.73%","93.73%","124","3.41%","6.27%","1,978","3.71%"
"27","1,873","3.77%","93.14%","138","3.79%","6.86%","2,011","3.77%"
"28","1,803","3.63%","93.47%","126","3.46%","6.53%","1,929","3.61%"
"29","1,676","3.37%","91.84%","149","4.09%","8.16%","1,825","3.42%"
"30","1,584","3.18%","92.74%","124","3.41%","7.26%","1,708","3.20%"
"31","1,492","3.00%","93.37%","106","2.91%","6.63%","1,598","2.99%"
"32","1,389","2.79%","92.54%","112","3.08%","7.46%","1,501","2.81%"
"33","1,369","2.75%","94.09%","86","2.36%","5.91%","1,455","2.73%"
"34","1,372","2.76%","92.70%","108","2.97%","7.30%","1,480","2.77%"
"35","1,293","2.60%","91.77%","116","3.19%","8.23%","1,409","2.64%"
"36","1,315","2.64%","91.13%","128","3.52%","8.87%","1,443","2.70%"
"37","1,268","2.55%","91.68%","115","3.16%","8.32%","1,383","2.59%"
"38","1,144","2.30%","90.58%","119","3.27%","9.42%","1,263","2.37%"
"39","1,194","2.40%","90.59%","124","3.41%","9.41%","1,318","2.47%"
"40","1,108","2.23%","92.72%","87","2.39%","7.28%","1,195","2.24%"
"41","1,122","2.26%","89.69%","129","3.54%","10.31%","1,251","2.34%"
"42","1,056","2.12%","90.57%","110","3.02%","9.43%","1,166","2.18%"
"43","1,003","2.02%","90.28%","108","2.97%","9.72%","1,111","2.08%"
"44","898","1.81%","91.91%","79","2.17%","8.09%","977","1.83%"
"45","871","1.75%","90.07%","96","2.64%","9.93%","967","1.81%"
"46","815","1.64%","90.66%","84","2.31%","9.34%","899","1.68%"
"47","730","1.47%","90.80%","74","2.03%","9.20%","804","1.51%"
"48","623","1.25%","89.38%","74","2.03%","10.62%","697","1.31%"
"49","559","1.12%","93.17%","41","1.13%","6.83%","600","1.12%"
"50","481","0.97%","91.44%","45","1.24%","8.56%","526","0.99%"
"51","436","0.88%","92.77%","34","0.93%","7.23%","470","0.88%"
"52","411","0.83%","94.05%","26","0.71%","5.95%","437","0.82%"
"53","285","0.57%","88.79%","36","0.99%","11.21%","321","0.60%"
"54","228","0.46%","92.68%","18","0.49%","7.32%","246","0.46%"
"55","229","0.46%","96.62%","8","0.22%","3.38%","237","0.44%"
"56","193","0.39%","95.07%","10","0.27%","4.93%","203","0.38%"
"57","149","0.30%","92.55%","12","0.33%","7.45%","161","0.30%"
"58","124","0.25%","93.23%","9","0.25%","6.77%","133","0.25%"
"59","129","0.26%","96.27%","5","0.14%","3.73%","134","0.25%"
"60","88","0.18%","97.78%","2","0.05%","2.22%","90","0.17%"
"61","62","0.12%","96.88%","2","0.05%","3.13%","64","0.12%"
"62","60","0.12%","98.36%","1","0.03%","1.64%","61","0.11%"
"63","53","0.11%","98.15%","1","0.03%","1.85%","54","0.10%"
"64","45","0.09%","95.74%","2","0.05%","4.26%","47","0.09%"
"65","36","0.07%","97.30%","1","0.03%","2.70%","37","0.07%"
"66","28","0.06%","96.55%","1","0.03%","3.45%","29","0.05%"
"67","22","0.04%","95.65%","1","0.03%","4.35%","23","0.04%"
"68","23","0.05%","100.00%","","","","23","0.04%"
"69","26","0.05%","100.00%","","","","26","0.05%"
"70","6","0.01%","75.00%","2","0.05%","25.00%","8","0.01%"
"71","7","0.01%","100.00%","","","","7","0.01%"
"72","6","0.01%","100.00%","","","","6","0.01%"
"73","9","0.02%","100.00%","","","","9","0.02%"
"74","8","0.02%","88.89%","1","0.03%","11.11%","9","0.02%"
"75","5","0.01%","100.00%","","","","5","0.01%"
"76","7","0.01%","100.00%","","","","7","0.01%"
"77","1","0.01%","50.00%","1","0.03%","50.00%","2","0.01%"
"78","2","0.01%","100.00%","","","","2","0.01%"
"79","4","0.01%","100.00%","","","","4","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","49,737","100%","93.18%","3,640","100%","6.82%","53,377","100%"
"Not Reported","0",,,"0",,,"0",
"Grand Total","49,737",,,"3,640",,,"53,377",
