"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","13","0.03%","92.86%","1","0.03%","7.14%","14","0.03%"
"15","61","0.12%","100.00%","","","","61","0.11%"
"16","188","0.37%","95.43%","9","0.26%","4.57%","197","0.36%"
"17","812","1.60%","96.78%","27","0.77%","3.22%","839","1.54%"
"18","1,599","3.15%","97.20%","46","1.31%","2.80%","1,645","3.03%"
"19","2,124","4.18%","96.90%","68","1.94%","3.10%","2,192","4.04%"
"20","2,122","4.18%","95.20%","107","3.06%","4.80%","2,229","4.10%"
"21","2,138","4.21%","95.23%","107","3.06%","4.77%","2,245","4.13%"
"22","2,182","4.29%","95.66%","99","2.83%","4.34%","2,281","4.20%"
"23","2,106","4.15%","94.52%","122","3.49%","5.48%","2,228","4.10%"
"24","1,979","3.90%","93.26%","143","4.09%","6.74%","2,122","3.91%"
"25","2,067","4.07%","94.21%","127","3.63%","5.79%","2,194","4.04%"
"26","1,946","3.83%","94.51%","113","3.23%","5.49%","2,059","3.79%"
"27","1,923","3.78%","93.71%","129","3.69%","6.29%","2,052","3.78%"
"28","1,824","3.59%","94.17%","113","3.23%","5.83%","1,937","3.57%"
"29","1,715","3.38%","93.05%","128","3.66%","6.95%","1,843","3.39%"
"30","1,598","3.15%","93.29%","115","3.29%","6.71%","1,713","3.15%"
"31","1,528","3.01%","94.03%","97","2.77%","5.97%","1,625","2.99%"
"32","1,427","2.81%","92.60%","114","3.26%","7.40%","1,541","2.84%"
"33","1,411","2.78%","94.51%","82","2.34%","5.49%","1,493","2.75%"
"34","1,414","2.78%","92.90%","108","3.09%","7.10%","1,522","2.80%"
"35","1,357","2.67%","92.12%","116","3.32%","7.88%","1,473","2.71%"
"36","1,349","2.66%","92.02%","117","3.34%","7.98%","1,466","2.70%"
"37","1,266","2.49%","92.01%","110","3.14%","7.99%","1,376","2.53%"
"38","1,154","2.27%","90.72%","118","3.37%","9.28%","1,272","2.34%"
"39","1,235","2.43%","90.88%","124","3.54%","9.12%","1,359","2.50%"
"40","1,145","2.25%","92.41%","94","2.69%","7.59%","1,239","2.28%"
"41","1,169","2.30%","89.99%","130","3.72%","10.01%","1,299","2.39%"
"42","1,074","2.11%","91.09%","105","3.00%","8.91%","1,179","2.17%"
"43","1,035","2.04%","90.00%","115","3.29%","10.00%","1,150","2.12%"
"44","947","1.86%","90.88%","95","2.72%","9.12%","1,042","1.92%"
"45","950","1.87%","90.74%","97","2.77%","9.26%","1,047","1.93%"
"46","833","1.64%","92.45%","68","1.94%","7.55%","901","1.66%"
"47","735","1.45%","92.34%","61","1.74%","7.66%","796","1.47%"
"48","638","1.26%","90.50%","67","1.91%","9.50%","705","1.30%"
"49","559","1.10%","93.17%","41","1.17%","6.83%","600","1.10%"
"50","494","0.97%","93.92%","32","0.91%","6.08%","526","0.97%"
"51","420","0.83%","93.33%","30","0.86%","6.67%","450","0.83%"
"52","399","0.79%","94.77%","22","0.63%","5.23%","421","0.78%"
"53","304","0.60%","92.12%","26","0.74%","7.88%","330","0.61%"
"54","225","0.44%","91.84%","20","0.57%","8.16%","245","0.45%"
"55","240","0.47%","97.17%","7","0.20%","2.83%","247","0.45%"
"56","200","0.39%","93.46%","14","0.40%","6.54%","214","0.39%"
"57","150","0.30%","93.75%","10","0.29%","6.25%","160","0.29%"
"58","131","0.26%","94.93%","7","0.20%","5.07%","138","0.25%"
"59","120","0.24%","95.24%","6","0.17%","4.76%","126","0.23%"
"60","84","0.17%","97.67%","2","0.06%","2.33%","86","0.16%"
"61","64","0.13%","98.46%","1","0.03%","1.54%","65","0.12%"
"62","58","0.11%","96.67%","2","0.06%","3.33%","60","0.11%"
"63","56","0.11%","100.00%","","","","56","0.10%"
"64","47","0.09%","95.92%","2","0.06%","4.08%","49","0.09%"
"65","38","0.07%","100.00%","","","","38","0.07%"
"66","25","0.05%","96.15%","1","0.03%","3.85%","26","0.05%"
"67","23","0.05%","100.00%","","","","23","0.04%"
"68","21","0.04%","100.00%","","","","21","0.04%"
"69","25","0.05%","100.00%","","","","25","0.05%"
"70","8","0.02%","80.00%","2","0.06%","20.00%","10","0.02%"
"71","7","0.01%","100.00%","","","","7","0.01%"
"72","8","0.02%","100.00%","","","","8","0.01%"
"73","7","0.01%","100.00%","","","","7","0.01%"
"74","9","0.02%","90.00%","1","0.03%","10.00%","10","0.02%"
"75","4","0.01%","100.00%","","","","4","0.01%"
"76","8","0.02%","100.00%","","","","8","0.01%"
"77","1","0.01%","100.00%","","","","1","0.01%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"79","3","0.01%","75.00%","1","0.03%","25.00%","4","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","50,807","100%","93.56%","3,499","100%","6.44%","54,306","100%"
"Not Reported","0",,,"0",,,"0",
"Grand Total","50,807",,,"3,499",,,"54,306",
