"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","19","0.04%","90.48%","2","0.06%","9.52%","21","0.04%"
"15","61","0.12%","98.39%","1","0.03%","1.61%","62","0.12%"
"16","189","0.38%","96.43%","7","0.20%","3.57%","196","0.36%"
"17","700","1.39%","96.82%","23","0.65%","3.18%","723","1.35%"
"18","1,433","2.86%","97.15%","42","1.18%","2.85%","1,475","2.74%"
"19","2,063","4.11%","96.45%","76","2.14%","3.55%","2,139","3.98%"
"20","2,315","4.61%","95.46%","110","3.10%","4.54%","2,425","4.51%"
"21","2,244","4.47%","95.04%","117","3.30%","4.96%","2,361","4.39%"
"22","2,360","4.70%","95.55%","110","3.10%","4.45%","2,470","4.60%"
"23","2,113","4.21%","93.62%","144","4.06%","6.38%","2,257","4.20%"
"24","2,029","4.04%","94.11%","127","3.58%","5.89%","2,156","4.01%"
"25","1,917","3.82%","94.29%","116","3.27%","5.71%","2,033","3.78%"
"26","1,778","3.54%","94.02%","113","3.18%","5.98%","1,891","3.52%"
"27","1,793","3.57%","92.14%","153","4.31%","7.86%","1,946","3.62%"
"28","1,719","3.43%","93.17%","126","3.55%","6.83%","1,845","3.43%"
"29","1,659","3.31%","92.84%","128","3.61%","7.16%","1,787","3.33%"
"30","1,644","3.28%","93.78%","109","3.07%","6.22%","1,753","3.26%"
"31","1,537","3.06%","92.37%","127","3.58%","7.63%","1,664","3.10%"
"32","1,493","2.97%","92.39%","123","3.46%","7.61%","1,616","3.01%"
"33","1,431","2.85%","92.08%","123","3.46%","7.92%","1,554","2.89%"
"34","1,388","2.77%","92.35%","115","3.24%","7.65%","1,503","2.80%"
"35","1,294","2.58%","93.16%","95","2.68%","6.84%","1,389","2.58%"
"36","1,240","2.47%","92.54%","100","2.82%","7.46%","1,340","2.49%"
"37","1,127","2.25%","92.30%","94","2.65%","7.70%","1,221","2.27%"
"38","1,090","2.17%","92.69%","86","2.42%","7.31%","1,176","2.19%"
"39","1,023","2.04%","91.42%","96","2.70%","8.58%","1,119","2.08%"
"40","1,042","2.08%","91.48%","97","2.73%","8.52%","1,139","2.12%"
"41","984","1.96%","92.48%","80","2.25%","7.52%","1,064","1.98%"
"42","929","1.85%","91.62%","85","2.39%","8.38%","1,014","1.89%"
"43","886","1.77%","90.87%","89","2.51%","9.13%","975","1.81%"
"44","803","1.60%","91.04%","79","2.23%","8.96%","882","1.64%"
"45","777","1.55%","90.35%","83","2.34%","9.65%","860","1.60%"
"46","748","1.49%","91.44%","70","1.97%","8.56%","818","1.52%"
"47","740","1.47%","91.36%","70","1.97%","8.64%","810","1.51%"
"48","714","1.42%","91.07%","70","1.97%","8.93%","784","1.46%"
"49","639","1.27%","91.03%","63","1.77%","8.97%","702","1.31%"
"50","551","1.10%","92.45%","45","1.27%","7.55%","596","1.11%"
"51","488","0.97%","92.60%","39","1.10%","7.40%","527","0.98%"
"52","491","0.98%","92.29%","41","1.15%","7.71%","532","0.99%"
"53","430","0.86%","91.10%","42","1.18%","8.90%","472","0.88%"
"54","359","0.72%","92.76%","28","0.79%","7.24%","387","0.72%"
"55","310","0.62%","93.37%","22","0.62%","6.63%","332","0.62%"
"56","280","0.56%","93.02%","21","0.59%","6.98%","301","0.56%"
"57","236","0.47%","96.33%","9","0.25%","3.67%","245","0.46%"
"58","183","0.36%","95.31%","9","0.25%","4.69%","192","0.36%"
"59","153","0.30%","94.44%","9","0.25%","5.56%","162","0.30%"
"60","132","0.26%","96.35%","5","0.14%","3.65%","137","0.25%"
"61","118","0.24%","94.40%","7","0.20%","5.60%","125","0.23%"
"62","104","0.21%","95.41%","5","0.14%","4.59%","109","0.20%"
"63","74","0.15%","97.37%","2","0.06%","2.63%","76","0.14%"
"64","73","0.15%","96.05%","3","0.08%","3.95%","76","0.14%"
"65","44","0.09%","93.62%","3","0.08%","6.38%","47","0.09%"
"66","44","0.09%","97.78%","1","0.03%","2.22%","45","0.08%"
"67","33","0.07%","94.29%","2","0.06%","5.71%","35","0.07%"
"68","30","0.06%","93.75%","2","0.06%","6.25%","32","0.06%"
"69","30","0.06%","100.00%","","","","30","0.06%"
"70","22","0.04%","88.00%","3","0.08%","12.00%","25","0.05%"
"71","15","0.03%","100.00%","","","","15","0.03%"
"72","18","0.04%","94.74%","1","0.03%","5.26%","19","0.04%"
"73","10","0.02%","90.91%","1","0.03%","9.09%","11","0.02%"
"74","9","0.02%","100.00%","","","","9","0.02%"
"75","8","0.02%","100.00%","","","","8","0.01%"
"76","6","0.01%","100.00%","","","","6","0.01%"
"77","5","0.01%","100.00%","","","","5","0.01%"
"78","2","0.01%","100.00%","","","","2","0.01%"
"79","2","0.01%","66.67%","1","0.03%","33.33%","3","0.01%"
"82","2","0.01%","100.00%","","","","2","0.01%"
"84","2","0.01%","100.00%","","","","2","0.01%"
"Total Reported","50,185","100%","93.39%","3,550","100%","6.61%","53,735","100%"
"Not Reported","1",,,"1",,,"2",
"Grand Total","50,186",,,"3,551",,,"53,737",
