"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","13","0.03%","92.86%","1","0.03%","7.14%","14","0.03%"
"15","63","0.12%","100.00%","","","","63","0.12%"
"16","184","0.36%","95.34%","9","0.25%","4.66%","193","0.36%"
"17","812","1.60%","96.55%","29","0.81%","3.45%","841","1.55%"
"18","1,597","3.15%","97.20%","46","1.28%","2.80%","1,643","3.03%"
"19","2,123","4.19%","97.07%","64","1.79%","2.93%","2,187","4.03%"
"20","2,121","4.18%","95.15%","108","3.01%","4.85%","2,229","4.11%"
"21","2,142","4.23%","95.33%","105","2.93%","4.67%","2,247","4.14%"
"22","2,189","4.32%","95.51%","103","2.87%","4.49%","2,292","4.22%"
"23","2,091","4.12%","94.10%","131","3.66%","5.90%","2,222","4.09%"
"24","1,992","3.93%","93.08%","148","4.13%","6.92%","2,140","3.94%"
"25","2,068","4.08%","94.21%","127","3.54%","5.79%","2,195","4.04%"
"26","1,923","3.79%","94.40%","114","3.18%","5.60%","2,037","3.75%"
"27","1,930","3.81%","93.60%","132","3.68%","6.40%","2,062","3.80%"
"28","1,801","3.55%","94.15%","112","3.13%","5.85%","1,913","3.52%"
"29","1,687","3.33%","92.90%","129","3.60%","7.10%","1,816","3.35%"
"30","1,593","3.14%","92.46%","130","3.63%","7.54%","1,723","3.17%"
"31","1,562","3.08%","93.98%","100","2.79%","6.02%","1,662","3.06%"
"32","1,399","2.76%","92.28%","117","3.26%","7.72%","1,516","2.79%"
"33","1,414","2.79%","94.39%","84","2.34%","5.61%","1,498","2.76%"
"34","1,426","2.81%","92.90%","109","3.04%","7.10%","1,535","2.83%"
"35","1,367","2.70%","92.05%","118","3.29%","7.95%","1,485","2.74%"
"36","1,369","2.70%","91.39%","129","3.60%","8.61%","1,498","2.76%"
"37","1,228","2.42%","91.85%","109","3.04%","8.15%","1,337","2.46%"
"38","1,163","2.29%","90.65%","120","3.35%","9.35%","1,283","2.36%"
"39","1,241","2.45%","90.72%","127","3.54%","9.28%","1,368","2.52%"
"40","1,163","2.29%","92.23%","98","2.73%","7.77%","1,261","2.32%"
"41","1,163","2.29%","90.22%","126","3.52%","9.78%","1,289","2.37%"
"42","1,079","2.13%","90.75%","110","3.07%","9.25%","1,189","2.19%"
"43","1,036","2.04%","89.62%","120","3.35%","10.38%","1,156","2.13%"
"44","946","1.87%","90.79%","96","2.68%","9.21%","1,042","1.92%"
"45","933","1.84%","90.41%","99","2.76%","9.59%","1,032","1.90%"
"46","820","1.62%","92.24%","69","1.93%","7.76%","889","1.64%"
"47","707","1.39%","91.46%","66","1.84%","8.54%","773","1.42%"
"48","649","1.28%","90.90%","65","1.81%","9.10%","714","1.32%"
"49","562","1.11%","92.74%","44","1.23%","7.26%","606","1.12%"
"50","495","0.98%","94.29%","30","0.84%","5.71%","525","0.97%"
"51","412","0.81%","93.21%","30","0.84%","6.79%","442","0.81%"
"52","411","0.81%","95.14%","21","0.59%","4.86%","432","0.80%"
"53","304","0.60%","91.84%","27","0.75%","8.16%","331","0.61%"
"54","214","0.42%","90.30%","23","0.64%","9.70%","237","0.44%"
"55","233","0.46%","96.68%","8","0.22%","3.32%","241","0.44%"
"56","195","0.38%","93.75%","13","0.36%","6.25%","208","0.38%"
"57","147","0.29%","94.23%","9","0.25%","5.77%","156","0.29%"
"58","124","0.24%","93.23%","9","0.25%","6.77%","133","0.25%"
"59","112","0.22%","94.92%","6","0.17%","5.08%","118","0.22%"
"60","83","0.16%","97.65%","2","0.06%","2.35%","85","0.16%"
"61","61","0.12%","95.31%","3","0.08%","4.69%","64","0.12%"
"62","58","0.11%","96.67%","2","0.06%","3.33%","60","0.11%"
"63","56","0.11%","100.00%","","","","56","0.10%"
"64","48","0.09%","96.00%","2","0.06%","4.00%","50","0.09%"
"65","40","0.08%","100.00%","","","","40","0.07%"
"66","22","0.04%","95.65%","1","0.03%","4.35%","23","0.04%"
"67","24","0.05%","100.00%","","","","24","0.04%"
"68","20","0.04%","100.00%","","","","20","0.04%"
"69","24","0.05%","100.00%","","","","24","0.04%"
"70","9","0.02%","81.82%","2","0.06%","18.18%","11","0.02%"
"71","6","0.01%","100.00%","","","","6","0.01%"
"72","7","0.01%","100.00%","","","","7","0.01%"
"73","7","0.01%","100.00%","","","","7","0.01%"
"74","8","0.02%","88.89%","1","0.03%","11.11%","9","0.02%"
"75","4","0.01%","100.00%","","","","4","0.01%"
"76","7","0.01%","100.00%","","","","7","0.01%"
"77","1","0.01%","100.00%","","","","1","0.01%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"79","4","0.01%","80.00%","1","0.03%","20.00%","5","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","50,697","100%","93.40%","3,584","100%","6.60%","54,281","100%"
"Not Reported","0",,,"0",,,"0",
"Grand Total","50,697",,,"3,584",,,"54,281",
