"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","20","0.04%","95.24%","1","0.03%","4.76%","21","0.04%"
"15","65","0.12%","98.48%","1","0.03%","1.52%","66","0.11%"
"16","200","0.37%","96.15%","8","0.21%","3.85%","208","0.36%"
"17","764","1.42%","96.95%","24","0.62%","3.05%","788","1.37%"
"18","1,593","2.97%","97.43%","42","1.08%","2.57%","1,635","2.84%"
"19","2,258","4.21%","97.08%","68","1.75%","2.92%","2,326","4.04%"
"20","2,451","4.57%","95.26%","122","3.13%","4.74%","2,573","4.47%"
"21","2,437","4.54%","95.16%","124","3.19%","4.84%","2,561","4.45%"
"22","2,423","4.51%","94.28%","147","3.78%","5.72%","2,570","4.46%"
"23","2,185","4.07%","94.02%","139","3.57%","5.98%","2,324","4.04%"
"24","2,132","3.97%","93.55%","147","3.78%","6.45%","2,279","3.96%"
"25","2,045","3.81%","94.20%","126","3.24%","5.80%","2,171","3.77%"
"26","1,976","3.68%","94.10%","124","3.19%","5.90%","2,100","3.65%"
"27","1,933","3.60%","93.56%","133","3.42%","6.44%","2,066","3.59%"
"28","1,857","3.46%","92.76%","145","3.73%","7.24%","2,002","3.48%"
"29","1,789","3.33%","93.13%","132","3.39%","6.87%","1,921","3.34%"
"30","1,764","3.29%","93.19%","129","3.31%","6.81%","1,893","3.29%"
"31","1,703","3.17%","91.91%","150","3.85%","8.09%","1,853","3.22%"
"32","1,585","2.95%","92.69%","125","3.21%","7.31%","1,710","2.97%"
"33","1,455","2.71%","92.32%","121","3.11%","7.68%","1,576","2.74%"
"34","1,404","2.62%","91.53%","130","3.34%","8.47%","1,534","2.66%"
"35","1,318","2.46%","92.30%","110","2.83%","7.70%","1,428","2.48%"
"36","1,292","2.41%","91.63%","118","3.03%","8.37%","1,410","2.45%"
"37","1,198","2.23%","92.94%","91","2.34%","7.06%","1,289","2.24%"
"38","1,186","2.21%","92.66%","94","2.42%","7.34%","1,280","2.22%"
"39","1,169","2.18%","90.83%","118","3.03%","9.17%","1,287","2.24%"
"40","1,127","2.10%","90.59%","117","3.01%","9.41%","1,244","2.16%"
"41","1,128","2.10%","91.19%","109","2.80%","8.81%","1,237","2.15%"
"42","1,050","1.96%","91.86%","93","2.39%","8.14%","1,143","1.99%"
"43","971","1.81%","91.52%","90","2.31%","8.48%","1,061","1.84%"
"44","973","1.81%","90.76%","99","2.54%","9.24%","1,072","1.86%"
"45","906","1.69%","90.51%","95","2.44%","9.49%","1,001","1.74%"
"46","866","1.61%","91.54%","80","2.06%","8.46%","946","1.64%"
"47","780","1.45%","90.28%","84","2.16%","9.72%","864","1.50%"
"48","743","1.38%","89.84%","84","2.16%","10.16%","827","1.44%"
"49","668","1.24%","92.78%","52","1.34%","7.22%","720","1.25%"
"50","649","1.21%","92.85%","50","1.28%","7.15%","699","1.21%"
"51","529","0.99%","91.68%","48","1.23%","8.32%","577","1.00%"
"52","483","0.90%","92.35%","40","1.03%","7.65%","523","0.91%"
"53","443","0.83%","92.10%","38","0.98%","7.90%","481","0.84%"
"54","351","0.65%","94.35%","21","0.54%","5.65%","372","0.65%"
"55","289","0.54%","92.93%","22","0.57%","7.07%","311","0.54%"
"56","261","0.49%","93.21%","19","0.49%","6.79%","280","0.49%"
"57","216","0.40%","95.15%","11","0.28%","4.85%","227","0.39%"
"58","177","0.33%","92.19%","15","0.39%","7.81%","192","0.33%"
"59","161","0.30%","93.06%","12","0.31%","6.94%","173","0.30%"
"60","114","0.21%","91.94%","10","0.26%","8.06%","124","0.22%"
"61","117","0.22%","92.13%","10","0.26%","7.87%","127","0.22%"
"62","79","0.15%","95.18%","4","0.10%","4.82%","83","0.14%"
"63","72","0.13%","98.63%","1","0.03%","1.37%","73","0.13%"
"64","62","0.12%","95.38%","3","0.08%","4.62%","65","0.11%"
"65","41","0.08%","95.35%","2","0.05%","4.65%","43","0.07%"
"66","30","0.06%","90.91%","3","0.08%","9.09%","33","0.06%"
"67","37","0.07%","94.87%","2","0.05%","5.13%","39","0.07%"
"68","30","0.06%","93.75%","2","0.05%","6.25%","32","0.06%"
"69","36","0.07%","100.00%","","","","36","0.06%"
"70","17","0.03%","85.00%","3","0.08%","15.00%","20","0.03%"
"71","11","0.02%","100.00%","","","","11","0.02%"
"72","13","0.02%","86.67%","2","0.05%","13.33%","15","0.03%"
"73","10","0.02%","100.00%","","","","10","0.02%"
"74","8","0.01%","100.00%","","","","8","0.01%"
"75","5","0.01%","100.00%","","","","5","0.01%"
"76","8","0.01%","100.00%","","","","8","0.01%"
"77","5","0.01%","83.33%","1","0.03%","16.67%","6","0.01%"
"78","3","0.01%","100.00%","","","","3","0.01%"
"79","1","0.01%","50.00%","1","0.03%","50.00%","2","0.01%"
"82","2","0.01%","100.00%","","","","2","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","53,676","100%","93.24%","3,892","100%","6.76%","57,568","100%"
"Not Reported","1",,,"1",,,"2",
"Grand Total","53,677",,,"3,893",,,"57,570",
