"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","13","0.03%","92.86%","1","0.03%","7.14%","14","0.03%"
"15","62","0.12%","100.00%","","","","62","0.11%"
"16","190","0.37%","95.48%","9","0.26%","4.52%","199","0.37%"
"17","814","1.60%","96.79%","27","0.77%","3.21%","841","1.55%"
"18","1,603","3.16%","97.09%","48","1.36%","2.91%","1,651","3.04%"
"19","2,119","4.18%","96.71%","72","2.04%","3.29%","2,191","4.04%"
"20","2,150","4.24%","95.34%","105","2.98%","4.66%","2,255","4.16%"
"21","2,126","4.19%","95.21%","107","3.03%","4.79%","2,233","4.11%"
"22","2,202","4.34%","95.91%","94","2.66%","4.09%","2,296","4.23%"
"23","2,108","4.15%","94.66%","119","3.37%","5.34%","2,227","4.10%"
"24","1,998","3.94%","93.41%","141","4.00%","6.59%","2,139","3.94%"
"25","2,032","4.00%","93.99%","130","3.68%","6.01%","2,162","3.98%"
"26","1,920","3.78%","94.67%","108","3.06%","5.33%","2,028","3.74%"
"27","1,894","3.73%","93.53%","131","3.71%","6.47%","2,025","3.73%"
"28","1,831","3.61%","93.85%","120","3.40%","6.15%","1,951","3.60%"
"29","1,701","3.35%","92.55%","137","3.88%","7.45%","1,838","3.39%"
"30","1,607","3.17%","92.89%","123","3.49%","7.11%","1,730","3.19%"
"31","1,522","3.00%","93.89%","99","2.81%","6.11%","1,621","2.99%"
"32","1,399","2.76%","92.59%","112","3.17%","7.41%","1,511","2.78%"
"33","1,416","2.79%","94.72%","79","2.24%","5.28%","1,495","2.75%"
"34","1,399","2.76%","92.83%","108","3.06%","7.17%","1,507","2.78%"
"35","1,335","2.63%","92.45%","109","3.09%","7.55%","1,444","2.66%"
"36","1,362","2.68%","91.66%","124","3.51%","8.34%","1,486","2.74%"
"37","1,288","2.54%","91.87%","114","3.23%","8.13%","1,402","2.58%"
"38","1,155","2.28%","90.66%","119","3.37%","9.34%","1,274","2.35%"
"39","1,213","2.39%","90.86%","122","3.46%","9.14%","1,335","2.46%"
"40","1,149","2.26%","92.36%","95","2.69%","7.64%","1,244","2.29%"
"41","1,170","2.31%","90.14%","128","3.63%","9.86%","1,298","2.39%"
"42","1,085","2.14%","90.64%","112","3.17%","9.36%","1,197","2.21%"
"43","1,021","2.01%","90.35%","109","3.09%","9.65%","1,130","2.08%"
"44","935","1.84%","91.13%","91","2.58%","8.87%","1,026","1.89%"
"45","920","1.81%","91.27%","88","2.49%","8.73%","1,008","1.86%"
"46","825","1.63%","91.56%","76","2.15%","8.44%","901","1.66%"
"47","739","1.46%","91.57%","68","1.93%","8.43%","807","1.49%"
"48","638","1.26%","90.11%","70","1.98%","9.89%","708","1.30%"
"49","568","1.12%","93.57%","39","1.11%","6.43%","607","1.12%"
"50","498","0.98%","93.43%","35","0.99%","6.57%","533","0.98%"
"51","436","0.86%","93.56%","30","0.85%","6.44%","466","0.86%"
"52","415","0.82%","94.75%","23","0.65%","5.25%","438","0.81%"
"53","287","0.57%","90.25%","31","0.88%","9.75%","318","0.59%"
"54","231","0.46%","92.40%","19","0.54%","7.60%","250","0.46%"
"55","234","0.46%","97.10%","7","0.20%","2.90%","241","0.44%"
"56","208","0.41%","95.41%","10","0.28%","4.59%","218","0.40%"
"57","151","0.30%","92.64%","12","0.34%","7.36%","163","0.30%"
"58","128","0.25%","92.75%","10","0.28%","7.25%","138","0.25%"
"59","126","0.25%","95.45%","6","0.17%","4.55%","132","0.24%"
"60","91","0.18%","97.85%","2","0.06%","2.15%","93","0.17%"
"61","65","0.13%","98.48%","1","0.03%","1.52%","66","0.12%"
"62","62","0.12%","98.41%","1","0.03%","1.59%","63","0.12%"
"63","57","0.11%","100.00%","","","","57","0.11%"
"64","48","0.09%","94.12%","3","0.09%","5.88%","51","0.09%"
"65","39","0.08%","100.00%","","","","39","0.07%"
"66","27","0.05%","96.43%","1","0.03%","3.57%","28","0.05%"
"67","23","0.05%","100.00%","","","","23","0.04%"
"68","22","0.04%","100.00%","","","","22","0.04%"
"69","23","0.05%","100.00%","","","","23","0.04%"
"70","6","0.01%","75.00%","2","0.06%","25.00%","8","0.01%"
"71","8","0.02%","100.00%","","","","8","0.01%"
"72","8","0.02%","100.00%","","","","8","0.01%"
"73","8","0.02%","100.00%","","","","8","0.01%"
"74","8","0.02%","88.89%","1","0.03%","11.11%","9","0.02%"
"75","4","0.01%","100.00%","","","","4","0.01%"
"76","7","0.01%","100.00%","","","","7","0.01%"
"77","1","0.01%","100.00%","","","","1","0.01%"
"78","2","0.01%","100.00%","","","","2","0.01%"
"79","4","0.01%","100.00%","","","","4","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","50,740","100%","93.50%","3,528","100%","6.50%","54,268","100%"
"Not Reported","0",,,"0",,,"0",
"Grand Total","50,740",,,"3,528",,,"54,268",
