"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","19","0.04%","95.00%","1","0.03%","5.00%","20","0.04%"
"15","61","0.12%","98.39%","1","0.03%","1.61%","62","0.11%"
"16","188","0.37%","95.92%","8","0.22%","4.08%","196","0.36%"
"17","696","1.37%","96.80%","23","0.64%","3.20%","719","1.33%"
"18","1,464","2.89%","97.08%","44","1.22%","2.92%","1,508","2.78%"
"19","2,079","4.11%","96.52%","75","2.08%","3.48%","2,154","3.97%"
"20","2,344","4.63%","95.60%","108","2.99%","4.40%","2,452","4.52%"
"21","2,262","4.47%","95.12%","116","3.21%","4.88%","2,378","4.38%"
"22","2,389","4.72%","95.37%","116","3.21%","4.63%","2,505","4.62%"
"23","2,132","4.21%","93.47%","149","4.13%","6.53%","2,281","4.21%"
"24","2,050","4.05%","93.82%","135","3.74%","6.18%","2,185","4.03%"
"25","1,925","3.80%","93.90%","125","3.46%","6.10%","2,050","3.78%"
"26","1,781","3.52%","94.18%","110","3.05%","5.82%","1,891","3.49%"
"27","1,809","3.57%","92.11%","155","4.29%","7.89%","1,964","3.62%"
"28","1,729","3.42%","93.36%","123","3.41%","6.64%","1,852","3.41%"
"29","1,680","3.32%","92.82%","130","3.60%","7.18%","1,810","3.34%"
"30","1,641","3.24%","93.40%","116","3.21%","6.60%","1,757","3.24%"
"31","1,562","3.09%","92.48%","127","3.52%","7.52%","1,689","3.11%"
"32","1,498","2.96%","92.13%","128","3.55%","7.87%","1,626","3.00%"
"33","1,435","2.83%","91.93%","126","3.49%","8.07%","1,561","2.88%"
"34","1,393","2.75%","92.01%","121","3.35%","7.99%","1,514","2.79%"
"35","1,291","2.55%","92.88%","99","2.74%","7.12%","1,390","2.56%"
"36","1,252","2.47%","92.26%","105","2.91%","7.74%","1,357","2.50%"
"37","1,147","2.27%","92.35%","95","2.63%","7.65%","1,242","2.29%"
"38","1,107","2.19%","92.56%","89","2.47%","7.44%","1,196","2.21%"
"39","1,027","2.03%","91.21%","99","2.74%","8.79%","1,126","2.08%"
"40","1,046","2.07%","91.43%","98","2.72%","8.57%","1,144","2.11%"
"41","994","1.96%","92.55%","80","2.22%","7.45%","1,074","1.98%"
"42","938","1.85%","91.51%","87","2.41%","8.49%","1,025","1.89%"
"43","884","1.75%","90.95%","88","2.44%","9.05%","972","1.79%"
"44","819","1.62%","91.51%","76","2.11%","8.49%","895","1.65%"
"45","793","1.57%","90.53%","83","2.30%","9.47%","876","1.62%"
"46","764","1.51%","92.27%","64","1.77%","7.73%","828","1.53%"
"47","756","1.49%","91.19%","73","2.02%","8.81%","829","1.53%"
"48","724","1.43%","91.53%","67","1.86%","8.47%","791","1.46%"
"49","652","1.29%","90.81%","66","1.83%","9.19%","718","1.32%"
"50","561","1.11%","92.88%","43","1.19%","7.12%","604","1.11%"
"51","501","0.99%","92.78%","39","1.08%","7.22%","540","1.00%"
"52","488","0.96%","92.60%","39","1.08%","7.40%","527","0.97%"
"53","431","0.85%","91.12%","42","1.16%","8.88%","473","0.87%"
"54","356","0.70%","92.47%","29","0.80%","7.53%","385","0.71%"
"55","312","0.62%","93.13%","23","0.64%","6.87%","335","0.62%"
"56","287","0.57%","93.18%","21","0.58%","6.82%","308","0.57%"
"57","235","0.46%","96.31%","9","0.25%","3.69%","244","0.45%"
"58","181","0.36%","94.76%","10","0.28%","5.24%","191","0.35%"
"59","155","0.31%","94.51%","9","0.25%","5.49%","164","0.30%"
"60","129","0.25%","95.56%","6","0.17%","4.44%","135","0.25%"
"61","124","0.24%","93.94%","8","0.22%","6.06%","132","0.24%"
"62","102","0.20%","95.33%","5","0.14%","4.67%","107","0.20%"
"63","73","0.14%","97.33%","2","0.06%","2.67%","75","0.14%"
"64","74","0.15%","94.87%","4","0.11%","5.13%","78","0.14%"
"65","44","0.09%","93.62%","3","0.08%","6.38%","47","0.09%"
"66","43","0.08%","97.73%","1","0.03%","2.27%","44","0.08%"
"67","34","0.07%","94.44%","2","0.06%","5.56%","36","0.07%"
"68","31","0.06%","93.94%","2","0.06%","6.06%","33","0.06%"
"69","29","0.06%","100.00%","","","","29","0.05%"
"70","21","0.04%","87.50%","3","0.08%","12.50%","24","0.04%"
"71","16","0.03%","100.00%","","","","16","0.03%"
"72","18","0.04%","94.74%","1","0.03%","5.26%","19","0.04%"
"73","10","0.02%","90.91%","1","0.03%","9.09%","11","0.02%"
"74","9","0.02%","100.00%","","","","9","0.02%"
"75","8","0.02%","100.00%","","","","8","0.01%"
"76","6","0.01%","100.00%","","","","6","0.01%"
"77","5","0.01%","100.00%","","","","5","0.01%"
"78","3","0.01%","100.00%","","","","3","0.01%"
"79","2","0.01%","66.67%","1","0.03%","33.33%","3","0.01%"
"82","2","0.01%","100.00%","","","","2","0.01%"
"84","2","0.01%","100.00%","","","","2","0.01%"
"Total Reported","50,623","100%","93.35%","3,609","100%","6.65%","54,232","100%"
"Not Reported","1",,,"1",,,"2",
"Grand Total","50,624",,,"3,610",,,"54,234",
