"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,889","43.25%","94.45%","1,285","36.07%","5.55%","23,174","42.77%"
"Sex Crime","7,555","14.93%","98.68%","101","2.83%","1.32%","7,656","14.13%"
"Property","9,753","19.27%","89.54%","1,139","31.97%","10.46%","10,892","20.10%"
"Drug","8,837","17.46%","90.93%","881","24.73%","9.07%","9,718","17.94%"
"Habit/DUI","152",".30%","95.00%","8",".22%","5.00%","160",".30%"
"Other","2,428","4.80%","94.22%","149","4.18%","5.78%","2,577","4.76%"
"Total Reported","50,614","100%","93.42%","3,563","100%","6.58%","54,177","100%"
"Not Reported","83",,,"21",,,"104",
"Grand Total","50,697",,,"3,584",,,"54,281",
