"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","173",".40%","95.05%","9",".30%","4.95%","182",".39%"
"001
Appling County","107",".25%","94.69%","6",".20%","5.31%","113",".24%"
"002
Atkinson County","40",".09%","93.02%","3",".10%","6.98%","43",".09%"
"003
Bacon County","68",".16%","94.44%","4",".13%","5.56%","72",".15%"
"004
Baker County","12",".03%","80.00%","3",".10%","20.00%","15",".03%"
"005
Baldwin County","273",".63%","92.54%","22",".74%","7.46%","295",".63%"
"006
Banks County","56",".13%","91.80%","5",".17%","8.20%","61",".13%"
"007
Barrow County","292",".67%","89.57%","34","1.15%","10.43%","326",".70%"
"008
Bartow County","579","1.33%","90.61%","60","2.02%","9.39%","639","1.37%"
"009
Ben Hill County","211",".48%","95.05%","11",".37%","4.95%","222",".48%"
"010
Berrien County","96",".22%","96.00%","4",".13%","4.00%","100",".21%"
"011
Bibb County","964","2.21%","94.98%","51","1.72%","5.02%","1,015","2.18%"
"012
Bleckley County","53",".12%","91.38%","5",".17%","8.62%","58",".12%"
"013
Brantley County","78",".18%","87.64%","11",".37%","12.36%","89",".19%"
"014
Brooks County","41",".09%","100.00%","","","","41",".09%"
"015
Bryan County","40",".09%","97.56%","1",".03%","2.44%","41",".09%"
"016
Bulloch County","442","1.01%","94.04%","28",".94%","5.96%","470","1.01%"
"017
Burke County","214",".49%","96.83%","7",".24%","3.17%","221",".47%"
"018
Butts County","113",".26%","92.62%","9",".30%","7.38%","122",".26%"
"019
Calhoun County","24",".06%","88.89%","3",".10%","11.11%","27",".06%"
"020
Camden County","158",".36%","92.40%","13",".44%","7.60%","171",".37%"
"021
Candler County","97",".22%","91.51%","9",".30%","8.49%","106",".23%"
"022
Carroll County","497","1.14%","92.90%","38","1.28%","7.10%","535","1.15%"
"023
Catoosa County","298",".68%","90.58%","31","1.05%","9.42%","329",".71%"
"024
Charlton County","52",".12%","89.66%","6",".20%","10.34%","58",".12%"
"025
Chatham County","1,599","3.67%","96.50%","58","1.96%","3.50%","1,657","3.56%"
"026
Chattahoochee County","13",".03%","100.00%","","","","13",".03%"
"027
Chattooga County","186",".43%","91.18%","18",".61%","8.82%","204",".44%"
"028
Cherokee County","485","1.11%","91.68%","44","1.48%","8.32%","529","1.14%"
"029
Clarke County","469","1.08%","93.80%","31","1.05%","6.20%","500","1.07%"
"030
Clay County","21",".05%","84.00%","4",".13%","16.00%","25",".05%"
"031
Clayton County","1,206","2.77%","93.20%","88","2.97%","6.80%","1,294","2.78%"
"032
Clinch County","36",".08%","92.31%","3",".10%","7.69%","39",".08%"
"033
Cobb County","2,128","4.88%","93.17%","156","5.26%","6.83%","2,284","4.91%"
"034
Coffee County","229",".53%","93.85%","15",".51%","6.15%","244",".52%"
"035
Colquitt County","200",".46%","94.79%","11",".37%","5.21%","211",".45%"
"036
Columbia County","343",".79%","90.50%","36","1.21%","9.50%","379",".81%"
"037
Cook County","104",".24%","92.04%","9",".30%","7.96%","113",".24%"
