"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","63",".14%","96.92%","2",".07%","3.08%","65",".13%"
"78
Jackson","215",".47%","92.67%","17",".56%","7.33%","232",".47%"
"79
Jasper","57",".12%","98.28%","1",".03%","1.72%","58",".12%"
"80
Jeff Davis","62",".14%","93.94%","4",".13%","6.06%","66",".14%"
"81
Jefferson","109",".24%","99.09%","1",".03%",".91%","110",".23%"
"82
Jenkins","69",".15%","93.24%","5",".16%","6.76%","74",".15%"
"83
Johnson","59",".13%","96.72%","2",".07%","3.28%","61",".12%"
"84
Jones","119",".26%","93.70%","8",".26%","6.30%","127",".26%"
"85
Lamar","74",".16%","94.87%","4",".13%","5.13%","78",".16%"
"86
Lanier","39",".09%","95.12%","2",".07%","4.88%","41",".08%"
"87
Laurens","264",".58%","93.95%","17",".56%","6.05%","281",".58%"
"88
Lee","53",".12%","94.64%","3",".10%","5.36%","56",".11%"
"89
Liberty","229",".50%","95.82%","10",".33%","4.18%","239",".49%"
"90
Lincoln","39",".09%","95.12%","2",".07%","4.88%","41",".08%"
"91
Long","90",".20%","92.78%","7",".23%","7.22%","97",".20%"
"92
Lowndes","523","1.14%","95.79%","23",".75%","4.21%","546","1.12%"
"93
Lumpkin","69",".15%","90.79%","7",".23%","9.21%","76",".16%"
"94
Macon","73",".16%","96.05%","3",".10%","3.95%","76",".16%"
"95
Madison","139",".30%","93.29%","10",".33%","6.71%","149",".30%"
"96
Marion","37",".08%","92.50%","3",".10%","7.50%","40",".08%"
"97
Mcduffie","217",".47%","93.53%","15",".49%","6.47%","232",".47%"
"98
Mcintosh","69",".15%","98.57%","1",".03%","1.43%","70",".14%"
"99
Meriwether","178",".39%","93.19%","13",".43%","6.81%","191",".39%"
"100
Miller","28",".06%","96.55%","1",".03%","3.45%","29",".06%"
"101
Mitchell","200",".44%","93.02%","15",".49%","6.98%","215",".44%"
"102
Monroe","162",".35%","94.19%","10",".33%","5.81%","172",".35%"
"103
Montgomery","45",".10%","97.83%","1",".03%","2.17%","46",".09%"
"104
Morgan","79",".17%","94.05%","5",".16%","5.95%","84",".17%"
"105
Murray","179",".39%","89.05%","22",".72%","10.95%","201",".41%"
"106
Muscogee","1,604","3.50%","94.30%","97","3.18%","5.70%","1,701","3.48%"
"107
Newton","462","1.01%","95.45%","22",".72%","4.55%","484",".99%"
"108
Oconee","62",".14%","100.00%","","","","62",".13%"
"109
Oglethorpe","60",".13%","92.31%","5",".16%","7.69%","65",".13%"
"110
Paulding","188",".41%","94.47%","11",".36%","5.53%","199",".41%"
"111
Peach","83",".18%","97.65%","2",".07%","2.35%","85",".17%"
"112
Pickens","89",".19%","98.89%","1",".03%","1.11%","90",".18%"
"113
Pierce","50",".11%","96.15%","2",".07%","3.85%","52",".11%"
"114
Pike","48",".10%","90.57%","5",".16%","9.43%","53",".11%"
