"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"152
Webster County","4",".01%","100.00%","","","","4",".01%"
"153
Wheeler County","25",".05%","92.59%","2",".05%","7.41%","27",".05%"
"154
White County","98",".19%","85.22%","17",".44%","14.78%","115",".21%"
"155
Whitfield County","698","1.37%","87.91%","96","2.50%","12.09%","794","1.45%"
"156
Wilcox County","47",".09%","97.92%","1",".03%","2.08%","48",".09%"
"157
Wilkes County","71",".14%","92.21%","6",".16%","7.79%","77",".14%"
"158
Wilkinson County","50",".10%","98.04%","1",".03%","1.96%","51",".09%"
"159
Worth County","135",".26%","91.84%","12",".31%","8.16%","147",".27%"
"447
Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","51,005","100%","93%","3,842","100%","7%","54,847","100%"
