"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","99",".20%","94.29%","6",".16%","5.71%","105",".20%"
"Atkinson","43",".09%","93.48%","3",".08%","6.52%","46",".09%"
"Bacon","48",".10%","97.96%","1",".03%","2.04%","49",".09%"
"Baker","13",".03%","100.00%","","","","13",".02%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","266",".54%","92.68%","21",".57%","7.32%","287",".55%"
"Banks","63",".13%","94.03%","4",".11%","5.97%","67",".13%"
"Barrow","261",".53%","93.21%","19",".52%","6.79%","280",".53%"
"Bartow","555","1.14%","89.37%","66","1.80%","10.63%","621","1.18%"
"Ben Hill","237",".48%","93.31%","16",".44%","6.30%","254",".48%"
"0
Berrien","76",".16%","95.00%","4",".11%","5.00%","80",".15%"
"11
Bibb","991","2.03%","94.65%","56","1.52%","5.35%","1,047","1.99%"
"12
Bleckley","74",".15%","94.87%","4",".11%","5.13%","78",".15%"
"13
Brantley","52",".11%","94.55%","3",".08%","5.45%","55",".10%"
"14
Brooks","56",".11%","96.55%","2",".05%","3.45%","58",".11%"
"15
Bryan","97",".20%","96.04%","4",".11%","3.96%","101",".19%"
"16
Bulloch","482",".99%","91.81%","43","1.17%","8.19%","525","1.00%"
"17
Burke","206",".42%","96.26%","8",".22%","3.74%","214",".41%"
"18
Butts","151",".31%","96.18%","6",".16%","3.82%","157",".30%"
"19
Calhoun","36",".07%","94.74%","2",".05%","5.26%","38",".07%"
"20
Camden","160",".33%","94.12%","10",".27%","5.88%","170",".32%"
"21
Candler","93",".19%","87.74%","13",".35%","12.26%","106",".20%"
"22
Carroll","603","1.23%","89.60%","70","1.90%","10.40%","673","1.28%"
"23
Catoosa","314",".64%","91.81%","28",".76%","8.19%","342",".65%"
"24
Charlton","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"25
Chatham","2,430","4.97%","95.74%","108","2.94%","4.26%","2,538","4.83%"
"26
Chattahoochee","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"27
Chattooga","237",".48%","88.43%","31",".84%","11.57%","268",".51%"
"28
Cherokee","618","1.26%","91.96%","54","1.47%","8.04%","672","1.28%"
"29
Clarke","460",".94%","92.93%","35",".95%","7.07%","495",".94%"
"30
Clay","26",".05%","89.66%","3",".08%","10.34%","29",".06%"
"31
Clayton","1,446","2.96%","92.10%","124","3.37%","7.90%","1,570","2.99%"
"32
Clinch","64",".13%","94.12%","4",".11%","5.88%","68",".13%"
"33
Cobb","2,585","5.29%","90.93%","257","6.99%","9.04%","2,843","5.41%"
"34
Coffee","257",".53%","94.14%","16",".44%","5.86%","273",".52%"
"35
Colquitt","284",".58%","95.95%","12",".33%","4.05%","296",".56%"
"36
Columbia","299",".61%","92.86%","23",".63%","7.14%","322",".61%"
"37
Cook","126",".26%","94.74%","7",".19%","5.26%","133",".25%"
"38
Coweta","513","1.05%","91.77%","46","1.25%","8.23%","559","1.06%"
