"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"71","9","0.07%","90.0%","1","0.06%","10.0%","10","0.07%"
"72","9","0.07%","90.0%","1","0.06%","10.0%","10","0.07%"
"73","1","0.01%","100.0%","","","","1","0.01%"
"74","3","0.02%","100.0%","","","","3","0.02%"
"75","3","0.02%","100.0%","","","","3","0.02%"
"76","3","0.02%","75.0%","1","0.06%","25.0%","4","0.03%"
"77","3","0.02%","100.0%","","","","3","0.02%"
"78","1","0.01%","100.0%","","","","1","0.01%"
"80","5","0.04%","100.0%","","","","5","0.04%"
"81","3","0.02%","100.0%","","","","3","0.02%"
"82","1","0.01%","100.0%","","","","1","0.01%"
"83","1","0.01%","100.0%","","","","1","0.01%"
"84","1","0.01%","100.0%","","","","1","0.01%"
"87","1","0.01%","100.0%","","","","1","0.01%"
"Total Reported","12,118","100.00%","88.30%","1,606","100.00%","11.70%","13,724","100.00%"
