"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"17","6","0.05%","66.67%","3","0.16%","33.33%","9","0.06%"
"18","145","1.2%","97.32%","4","0.21%","2.68%","149","1.07%"
"19","175","1.45%","92.11%","15","0.8%","7.89%","190","1.36%"
"20","236","1.95%","94.4%","14","0.75%","5.6%","250","1.79%"
"21","272","2.25%","95.44%","13","0.69%","4.56%","285","2.04%"
"22","275","2.28%","90.46%","29","1.55%","9.54%","304","2.18%"
"23","299","2.48%","87.68%","42","2.24%","12.32%","341","2.45%"
"24","338","2.8%","89.42%","40","2.14%","10.58%","378","2.71%"
"25","321","2.66%","86.52%","50","2.67%","13.48%","371","2.66%"
"26","365","3.02%","87.95%","50","2.67%","12.05%","415","2.98%"
"27","333","2.76%","87.86%","46","2.46%","12.14%","379","2.72%"
"28","340","2.82%","85.64%","57","3.04%","14.36%","397","2.85%"
"29","355","2.94%","83.14%","72","3.85%","16.86%","427","3.06%"
"30","407","3.37%","87.15%","60","3.21%","12.85%","467","3.35%"
"31","379","3.14%","84.6%","69","3.69%","15.4%","448","3.21%"
"32","412","3.41%","85.12%","72","3.85%","14.88%","484","3.47%"
"33","411","3.4%","83.88%","79","4.22%","16.12%","490","3.51%"
"34","428","3.54%","85.6%","72","3.85%","14.4%","500","3.59%"
"35","422","3.5%","84.06%","80","4.27%","15.94%","502","3.6%"
"36","382","3.16%","83.77%","74","3.95%","16.23%","456","3.27%"
"37","347","2.87%","80.32%","85","4.54%","19.68%","432","3.1%"
"38","376","3.11%","85.45%","64","3.42%","14.55%","440","3.16%"
"39","380","3.15%","84.44%","70","3.74%","15.56%","450","3.23%"
"40","343","2.84%","85.96%","56","2.99%","14.04%","399","2.86%"
"41","319","2.64%","82.86%","66","3.53%","17.14%","385","2.76%"
"42","313","2.59%","87.19%","46","2.46%","12.81%","359","2.57%"
"43","273","2.26%","87.22%","40","2.14%","12.78%","313","2.24%"
"44","305","2.53%","85.67%","51","2.72%","14.33%","356","2.55%"
"45","264","2.19%","84.89%","47","2.51%","15.11%","311","2.23%"
"46","271","2.24%","83.38%","54","2.88%","16.62%","325","2.33%"
"47","217","1.8%","88.93%","27","1.44%","11.07%","244","1.75%"
"48","198","1.64%","86.84%","30","1.6%","13.16%","228","1.63%"
"49","202","1.67%","87.07%","30","1.6%","12.93%","232","1.66%"
"50","173","1.43%","90.1%","19","1.01%","9.9%","192","1.38%"
"51","155","1.28%","82.89%","32","1.71%","17.11%","187","1.34%"
"52","129","1.07%","90.85%","13","0.69%","9.15%","142","1.02%"
"53","148","1.23%","82.68%","31","1.66%","17.32%","179","1.28%"
"54","154","1.28%","83.24%","31","1.66%","16.76%","185","1.33%"
"55","135","1.12%","85.44%","23","1.23%","14.56%","158","1.13%"
"56","120","0.99%","87.59%","17","0.91%","12.41%","137","0.98%"
"57","119","0.99%","91.54%","11","0.59%","8.46%","130","0.93%"
"58","92","0.76%","89.32%","11","0.59%","10.68%","103","0.74%"
"59","116","0.96%","85.93%","19","1.01%","14.07%","135","0.97%"
"60","80","0.66%","85.11%","14","0.75%","14.89%","94","0.67%"
"61","86","0.71%","90.53%","9","0.48%","9.47%","95","0.68%"
"62","73","0.6%","90.12%","8","0.43%","9.88%","81","0.58%"
"63","68","0.56%","91.89%","6","0.32%","8.11%","74","0.53%"
"64","72","0.6%","96.0%","3","0.16%","4.0%","75","0.54%"
"65","49","0.41%","90.74%","5","0.27%","9.26%","54","0.39%"
"66","43","0.36%","91.49%","4","0.21%","8.51%","47","0.34%"
"67","29","0.24%","93.55%","2","0.11%","6.45%","31","0.22%"
"68","18","0.15%","90.0%","2","0.11%","10.0%","20","0.14%"
"69","22","0.18%","91.67%","2","0.11%","8.33%","24","0.17%"
"70","12","0.1%","92.31%","1","0.05%","7.69%","13","0.09%"
"71","16","0.13%","94.12%","1","0.05%","5.88%","17","0.12%"
"72","12","0.1%","100.0%","","","","12","0.09%"
"73","4","0.03%","80.0%","1","0.05%","20.0%","5","0.04%"
"74","6","0.05%","100.0%","","","","6","0.04%"
"75","6","0.05%","100.0%","","","","6","0.04%"
"76","3","0.02%","100.0%","","","","3","0.02%"
"77","4","0.03%","100.0%","","","","4","0.03%"
"78","5","0.04%","100.0%","","","","5","0.04%"
"79","5","0.04%","100.0%","","","","5","0.04%"
"80","4","0.03%","100.0%","","","","4","0.03%"
"81","3","0.02%","100.0%","","","","3","0.02%"
"82","1","0.01%","100.0%","","","","1","0.01%"
"84","1","0.01%","100.0%","","","","1","0.01%"
"86","1","0.01%","100.0%","","","","1","0.01%"
"87","1","0.01%","100.0%","","","","1","0.01%"
"Total Reported","12,074","100.00%","86.58%","1,872","100.00%","13.42%","13,946","100.00%"
"Not Reported","0","","","0","","","0",""
"Grand Total","12,074","","","1,872","","","13,946",""
