"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,588","52.29%","93.87%","1,736","44.32%","6.13%","28,324","51.72%"
"Sex Crime","8,556","16.83%","98.42%","137","3.50%","1.58%","8,693","15.87%"
"Property","7,721","15.18%","89.10%","945","24.13%","10.90%","8,666","15.82%"
"Drug","5,311","10.44%","85.86%","875","22.34%","14.14%","6,186","11.30%"
"Habit/DUI","101",".20%","87.83%","14",".36%","12.17%","115",".21%"
"Other","2,572","5.06%","92.45%","210","5.36%","7.55%","2,782","5.08%"
"Total Reported","50,849","100%","92.85%","3,917","100%","7.15%","54,766","100%"
"Not Reported","94",,,"0",,,"94",
"Grand Total","50,943",,,"3,917",,,"54,860",
